pollutant,run,level,replicate,sample_id,value
co,corrida_1,0-μmol/mol,1,1,-0.01176346849
co,corrida_1,0-μmol/mol,1,2,-0.005938980329
co,corrida_1,0-μmol/mol,1,3,-0.01748329988
co,corrida_1,0-μmol/mol,1,4,-0.03364969892
co,corrida_1,0-μmol/mol,1,5,-0.02282187876
co,corrida_1,0-μmol/mol,1,6,-0.01764183059
co,corrida_1,0-μmol/mol,1,7,-0.02770313127
co,corrida_1,0-μmol/mol,1,8,-0.01643404255
co,corrida_1,0-μmol/mol,1,9,-0.02272384585
co,corrida_1,0-μmol/mol,1,10,-0.0277417503
co,corrida_1,0-μmol/mol,2,1,-0.03322167804
co,corrida_1,0-μmol/mol,2,2,-0.02229193095
co,corrida_1,0-μmol/mol,2,3,-0.0224428342
co,corrida_1,0-μmol/mol,2,4,-0.01221264552
co,corrida_1,0-μmol/mol,2,5,-0.02416178242
co,corrida_1,0-μmol/mol,2,6,-0.01126824568
co,corrida_1,0-μmol/mol,2,7,-0.03917001204
co,corrida_1,0-μmol/mol,2,8,-0.0221747491
co,corrida_1,0-μmol/mol,2,9,-0.02247029305
co,corrida_1,0-μmol/mol,2,10,-0.01627238057
co,corrida_2,2-μmol/mol,1,1,2.012451666
co,corrida_2,2-μmol/mol,1,2,2.013702515
co,corrida_2,2-μmol/mol,1,3,2.013433118
co,corrida_2,2-μmol/mol,1,4,2.012006791
co,corrida_2,2-μmol/mol,1,5,2.014887299
co,corrida_2,2-μmol/mol,1,6,2.012427724
co,corrida_2,2-μmol/mol,1,7,2.014629594
co,corrida_2,2-μmol/mol,1,8,2.011747604
co,corrida_2,2-μmol/mol,1,9,2.011878594
co,corrida_2,2-μmol/mol,1,10,2.012198796
co,corrida_2,2-μmol/mol,2,1,2.014299334
co,corrida_2,2-μmol/mol,2,2,2.013992736
co,corrida_2,2-μmol/mol,2,3,2.012961358
co,corrida_2,2-μmol/mol,2,4,2.012298367
co,corrida_2,2-μmol/mol,2,5,2.013240383
co,corrida_2,2-μmol/mol,2,6,2.014740769
co,corrida_2,2-μmol/mol,2,7,2.01229525
co,corrida_2,2-μmol/mol,2,8,2.014844401
co,corrida_2,2-μmol/mol,2,9,2.016011176
co,corrida_2,2-μmol/mol,2,10,2.012798001
co,corrida_3,4-μmol/mol,1,1,4.021465996
co,corrida_3,4-μmol/mol,1,2,4.028499502
co,corrida_3,4-μmol/mol,1,3,4.023415974
co,corrida_3,4-μmol/mol,1,4,4.025236299
co,corrida_3,4-μmol/mol,1,5,4.025514069
co,corrida_3,4-μmol/mol,1,6,4.017612468
co,corrida_3,4-μmol/mol,1,7,4.02320039
co,corrida_3,4-μmol/mol,1,8,4.022933009
co,corrida_3,4-μmol/mol,1,9,4.021377554
co,corrida_3,4-μmol/mol,1,10,4.022758831
co,corrida_3,4-μmol/mol,2,1,4.025842554
co,corrida_3,4-μmol/mol,2,2,4.017298939
co,corrida_3,4-μmol/mol,2,3,4.017519156
co,corrida_3,4-μmol/mol,2,4,4.033620325
co,corrida_3,4-μmol/mol,2,5,4.023145455
co,corrida_3,4-μmol/mol,2,6,4.02797158
co,corrida_3,4-μmol/mol,2,7,4.021249091
co,corrida_3,4-μmol/mol,2,8,4.024360952
co,corrida_3,4-μmol/mol,2,9,4.021017403
co,corrida_3,4-μmol/mol,2,10,4.020412554
co,corrida_4,6-μmol/mol,1,1,6.074098933
co,corrida_4,6-μmol/mol,1,2,6.075058498
co,corrida_4,6-μmol/mol,1,3,6.077013588
co,corrida_4,6-μmol/mol,1,4,6.071871593
co,corrida_4,6-μmol/mol,1,5,6.076020936
co,corrida_4,6-μmol/mol,1,6,6.065066215
co,corrida_4,6-μmol/mol,1,7,6.072063998
co,corrida_4,6-μmol/mol,1,8,6.070406856
co,corrida_4,6-μmol/mol,1,9,6.074726642
co,corrida_4,6-μmol/mol,1,10,6.081923399
co,corrida_4,6-μmol/mol,2,1,6.069222496
co,corrida_4,6-μmol/mol,2,2,6.072486084
co,corrida_4,6-μmol/mol,2,3,6.071928325
co,corrida_4,6-μmol/mol,2,4,6.0790922
co,corrida_4,6-μmol/mol,2,5,6.071952956
co,corrida_4,6-μmol/mol,2,6,6.072181158
co,corrida_4,6-μmol/mol,2,7,6.075867693
co,corrida_4,6-μmol/mol,2,8,6.072546223
co,corrida_4,6-μmol/mol,2,9,6.0748922
co,corrida_4,6-μmol/mol,2,10,6.076749384
co,corrida_5,8-μmol/mol,1,1,8.03833231
co,corrida_5,8-μmol/mol,1,2,8.033197741
co,corrida_5,8-μmol/mol,1,3,8.000396782
co,corrida_5,8-μmol/mol,1,4,8.051332971
co,corrida_5,8-μmol/mol,1,5,8.028091709
co,corrida_5,8-μmol/mol,1,6,8.061605541
co,corrida_5,8-μmol/mol,1,7,8.037684506
co,corrida_5,8-μmol/mol,1,8,8.037439173
co,corrida_5,8-μmol/mol,1,9,8.04785714
co,corrida_5,8-μmol/mol,1,10,8.02753084
co,corrida_5,8-μmol/mol,2,1,8.02808766
co,corrida_5,8-μmol/mol,2,2,8.026585891
co,corrida_5,8-μmol/mol,2,3,8.0448565
co,corrida_5,8-μmol/mol,2,4,8.049715047
co,corrida_5,8-μmol/mol,2,5,8.054287724
co,corrida_5,8-μmol/mol,2,6,7.991106202
co,corrida_5,8-μmol/mol,2,7,8.028655733
co,corrida_5,8-μmol/mol,2,8,8.03434237
co,corrida_5,8-μmol/mol,2,9,8.036963342
co,corrida_5,8-μmol/mol,2,10,8.048947101
no,corrida_1,0-nmol/mol,1,1,0.5673939394
no,corrida_1,0-nmol/mol,1,2,0.5376146465
no,corrida_1,0-nmol/mol,1,3,0.5618353535
no,corrida_1,0-nmol/mol,1,4,0.5443633838
no,corrida_1,0-nmol/mol,1,5,0.6002270202
no,corrida_1,0-nmol/mol,1,6,0.5434073232
no,corrida_1,0-nmol/mol,1,7,0.4861856061
no,corrida_1,0-nmol/mol,1,8,0.5433330808
no,corrida_1,0-nmol/mol,1,9,0.5940737374
no,corrida_1,0-nmol/mol,1,10,0.6216727273
no,corrida_1,0-nmol/mol,2,1,0.5961489899
no,corrida_1,0-nmol/mol,2,2,0.5444186869
