pollutant,run,level,replicate,sample_id,value
co,corrida_1,0-μmol/mol,1,1,-0.02707635488
co,corrida_1,0-μmol/mol,1,2,-0.005936611802
co,corrida_1,0-μmol/mol,1,3,-0.03371963067
co,corrida_1,0-μmol/mol,1,4,-0.02316635889
co,corrida_1,0-μmol/mol,1,5,-0.01178651144
co,corrida_1,0-μmol/mol,1,6,-0.02256776395
co,corrida_1,0-μmol/mol,1,7,-0.03351585709
co,corrida_1,0-μmol/mol,2,1,-0.02784588519
co,corrida_1,0-μmol/mol,2,2,-0.01734977921
co,corrida_1,0-μmol/mol,2,3,-0.03361461261
co,corrida_1,0-μmol/mol,2,4,-0.03311007627
co,corrida_1,0-μmol/mol,2,5,-0.0284058611
co,corrida_1,0-μmol/mol,2,6,-0.02246431152
co,corrida_1,0-μmol/mol,2,7,-0.02715463669
co,corrida_2,2-μmol/mol,1,1,2.01535691
co,corrida_2,2-μmol/mol,1,2,2.011026392
co,corrida_2,2-μmol/mol,1,3,2.014630088
co,corrida_2,2-μmol/mol,1,4,2.012606276
co,corrida_2,2-μmol/mol,1,5,2.011313969
co,corrida_2,2-μmol/mol,1,6,2.012412014
co,corrida_2,2-μmol/mol,1,7,2.015933935
co,corrida_2,2-μmol/mol,2,1,2.01268242
co,corrida_2,2-μmol/mol,2,2,2.014411605
co,corrida_2,2-μmol/mol,2,3,2.01546037
co,corrida_2,2-μmol/mol,2,4,2.014681754
co,corrida_2,2-μmol/mol,2,5,2.013628283
co,corrida_2,2-μmol/mol,2,6,2.013902815
co,corrida_2,2-μmol/mol,2,7,2.015327638
co,corrida_3,4-μmol/mol,1,1,4.031273074
co,corrida_3,4-μmol/mol,1,2,4.024252229
co,corrida_3,4-μmol/mol,1,3,4.027373615
co,corrida_3,4-μmol/mol,1,4,4.021095455
co,corrida_3,4-μmol/mol,1,5,4.024846147
co,corrida_3,4-μmol/mol,1,6,4.024165628
co,corrida_3,4-μmol/mol,1,7,4.022060693
co,corrida_3,4-μmol/mol,2,1,4.017796797
co,corrida_3,4-μmol/mol,2,2,4.021792965
co,corrida_3,4-μmol/mol,2,3,4.018080433
co,corrida_3,4-μmol/mol,2,4,4.027404134
co,corrida_3,4-μmol/mol,2,5,4.024034502
co,corrida_3,4-μmol/mol,2,6,4.017779632
co,corrida_3,4-μmol/mol,2,7,4.020025887
co,corrida_4,6-μmol/mol,1,1,6.066785222
co,corrida_4,6-μmol/mol,1,2,6.064766338
co,corrida_4,6-μmol/mol,1,3,6.077431404
co,corrida_4,6-μmol/mol,1,4,6.068923235
co,corrida_4,6-μmol/mol,1,5,6.077361741
co,corrida_4,6-μmol/mol,1,6,6.072131486
co,corrida_4,6-μmol/mol,1,7,6.060585057
co,corrida_4,6-μmol/mol,2,1,6.073435345
co,corrida_4,6-μmol/mol,2,2,6.076510755
co,corrida_4,6-μmol/mol,2,3,6.068229885
co,corrida_4,6-μmol/mol,2,4,6.065600411
co,corrida_4,6-μmol/mol,2,5,6.06696486
co,corrida_4,6-μmol/mol,2,6,6.074192077
co,corrida_4,6-μmol/mol,2,7,6.063874795
co,corrida_5,8-μmol/mol,1,1,8.002002025
co,corrida_5,8-μmol/mol,1,2,8.062055094
co,corrida_5,8-μmol/mol,1,3,8.054315516
co,corrida_5,8-μmol/mol,1,4,8.027784463
co,corrida_5,8-μmol/mol,1,5,8.04204188
co,corrida_5,8-μmol/mol,1,6,8.038380541
co,corrida_5,8-μmol/mol,1,7,8.040967477
co,corrida_5,8-μmol/mol,2,1,8.05106786
co,corrida_5,8-μmol/mol,2,2,8.048149616
co,corrida_5,8-μmol/mol,2,3,8.079500085
co,corrida_5,8-μmol/mol,2,4,8.049086829
co,corrida_5,8-μmol/mol,2,5,8.066333014
co,corrida_5,8-μmol/mol,2,6,8.060690473
co,corrida_5,8-μmol/mol,2,7,8.042467583
no,corrida_1,0-nmol/mol,1,1,0.5819244949
no,corrida_1,0-nmol/mol,1,2,0.5587378788
no,corrida_1,0-nmol/mol,1,3,0.6181656566
no,corrida_1,0-nmol/mol,1,4,0.5168164141
no,corrida_1,0-nmol/mol,1,5,0.5544179293
no,corrida_1,0-nmol/mol,1,6,0.5317106061
no,corrida_1,0-nmol/mol,1,7,0.6762305556
no,corrida_1,0-nmol/mol,2,1,0.5661583333
no,corrida_1,0-nmol/mol,2,2,0.5702727273
no,corrida_1,0-nmol/mol,2,3,0.5192929293
no,corrida_1,0-nmol/mol,2,4,0.5350982323
no,corrida_1,0-nmol/mol,2,5,0.5700444444
no,corrida_1,0-nmol/mol,2,6,0.5768861111
no,corrida_1,0-nmol/mol,2,7,0.6689035354
no,corrida_2,121-nmol/mol,1,1,120.3216996
no,corrida_2,121-nmol/mol,1,2,120.379249
no,corrida_2,121-nmol/mol,1,3,120.3378261
no,corrida_2,121-nmol/mol,1,4,120.3981423
no,corrida_2,121-nmol/mol,1,5,120.3612648
no,corrida_2,121-nmol/mol,1,6,120.3698024
no,corrida_2,121-nmol/mol,1,7,120.2799209
no,corrida_2,121-nmol/mol,2,1,120.3804348
no,corrida_2,121-nmol/mol,2,2,120.356996
no,corrida_2,121-nmol/mol,2,3,120.3470751
no,corrida_2,121-nmol/mol,2,4,120.3398814
no,corrida_2,121-nmol/mol,2,5,120.3429644
no,corrida_2,121-nmol/mol,2,6,120.3204348
no,corrida_2,121-nmol/mol,2,7,120.3219763
no,corrida_3,180-nmol/mol,1,1,182.2993575
no,corrida_3,180-nmol/mol,1,2,182.2206678
no,corrida_3,180-nmol/mol,1,3,182.224165
no,corrida_3,180-nmol/mol,1,4,182.197923
no,corrida_3,180-nmol/mol,1,5,182.3136535
no,corrida_3,180-nmol/mol,1,6,182.2061584
no,corrida_3,180-nmol/mol,1,7,182.3375347
no,corrida_3,180-nmol/mol,2,1,182.0720165
no,corrida_3,180-nmol/mol,2,2,182.1784928
no,corrida_3,180-nmol/mol,2,3,182.0612321
no,corrida_3,180-nmol/mol,2,4,182.1817459
no,corrida_3,180-nmol/mol,2,5,182.2978108
no,corrida_3,180-nmol/mol,2,6,182.3452541
no,corrida_3,180-nmol/mol,2,7,182.2782398
no,corrida_4,42-nmol/mol,1,1,24.92939412
no,corrida_4,42-nmol/mol,1,2,24.24437647
no,corrida_4,42-nmol/mol,1,3,25.14895882
no,corrida_4,42-nmol/mol,1,4,24.83268824
no,corrida_4,42-nmol/mol,1,5,25.24981176
no,corrida_4,42-nmol/mol,1,6,25.03687647
no,corrida_4,42-nmol/mol,1,7,24.42518824
no,corrida_4,42-nmol/mol,2,1,25.10122941
no,corrida_4,42-nmol/mol,2,2,24.97372941
no,corrida_4,42-nmol/mol,2,3,25.24915294
no,corrida_4,42-nmol/mol,2,4,24.84067059
no,corrida_4,42-nmol/mol,2,5,24.65953529
no,corrida_4,42-nmol/mol,2,6,24.08691765
no,corrida_4,42-nmol/mol,2,7,24.69322353
no,corrida_5,81-nmol/mol,1,1,80.66434615
no,corrida_5,81-nmol/mol,1,2,80.66401923
no,corrida_5,81-nmol/mol,1,3,80.68721154
no,corrida_5,81-nmol/mol,1,4,80.68732692
no,corrida_5,81-nmol/mol,1,5,80.68436538
no,corrida_5,81-nmol/mol,1,6,80.66296154
no,corrida_5,81-nmol/mol,1,7,80.66246154
no,corrida_5,81-nmol/mol,2,1,80.67988462
no,corrida_5,81-nmol/mol,2,2,80.68092308
no,corrida_5,81-nmol/mol,2,3,80.68501923
no,corrida_5,81-nmol/mol,2,4,80.67596154
no,corrida_5,81-nmol/mol,2,5,80.67001923
no,corrida_5,81-nmol/mol,2,6,80.69105769
no,corrida_5,81-nmol/mol,2,7,80.69938462
no2,corrida_1,0-nmol/mol,1,1,0.1969206616
no2,corrida_1,0-nmol/mol,1,2,0.1885491226
no2,corrida_1,0-nmol/mol,1,3,0.06984606449
no2,corrida_1,0-nmol/mol,1,4,0.1716704315
no2,corrida_1,0-nmol/mol,1,5,0.1042069008
no2,corrida_1,0-nmol/mol,1,6,0.1008351427
no2,corrida_1,0-nmol/mol,1,7,0.08267759822
no2,corrida_1,0-nmol/mol,2,1,0.1471791981
no2,corrida_1,0-nmol/mol,2,2,0.2369392396
no2,corrida_1,0-nmol/mol,2,3,0.08062960798
no2,corrida_1,0-nmol/mol,2,4,0.009241551117
no2,corrida_1,0-nmol/mol,2,5,0.125552001
no2,corrida_1,0-nmol/mol,2,6,0.1405228591
no2,corrida_1,0-nmol/mol,2,7,0.06830452507
no2,corrida_2,120-nmol/mol,1,1,123.1902532
no2,corrida_2,120-nmol/mol,1,2,123.0389873
no2,corrida_2,120-nmol/mol,1,3,122.9379747
no2,corrida_2,120-nmol/mol,1,4,122.9993671
no2,corrida_2,120-nmol/mol,1,5,122.8692405
no2,corrida_2,120-nmol/mol,1,6,122.9827848
no2,corrida_2,120-nmol/mol,1,7,122.9264557
no2,corrida_2,120-nmol/mol,2,1,122.8555696
no2,corrida_2,120-nmol/mol,2,2,122.934557
no2,corrida_2,120-nmol/mol,2,3,122.8634177
no2,corrida_2,120-nmol/mol,2,4,122.9503797
no2,corrida_2,120-nmol/mol,2,5,122.8505063
no2,corrida_2,120-nmol/mol,2,6,122.9903797
no2,corrida_2,120-nmol/mol,2,7,122.9618987
no2,corrida_3,30-nmol/mol,1,1,32.92247619
no2,corrida_3,30-nmol/mol,1,2,32.93104762
no2,corrida_3,30-nmol/mol,1,3,32.91863095
no2,corrida_3,30-nmol/mol,1,4,32.92505952
no2,corrida_3,30-nmol/mol,1,5,32.94139286
no2,corrida_3,30-nmol/mol,1,6,32.91284524
no2,corrida_3,30-nmol/mol,1,7,32.90675
no2,corrida_3,30-nmol/mol,2,1,32.91139286
no2,corrida_3,30-nmol/mol,2,2,32.91919048
no2,corrida_3,30-nmol/mol,2,3,32.91003571
no2,corrida_3,30-nmol/mol,2,4,32.89942857
no2,corrida_3,30-nmol/mol,2,5,32.9070119
no2,corrida_3,30-nmol/mol,2,6,32.89002381
no2,corrida_3,30-nmol/mol,2,7,32.90366667
no2,corrida_4,60-nmol/mol,1,1,64.9379011
no2,corrida_4,60-nmol/mol,1,2,64.96463736
no2,corrida_4,60-nmol/mol,1,3,64.96967033
no2,corrida_4,60-nmol/mol,1,4,64.97961538
no2,corrida_4,60-nmol/mol,1,5,64.99354945
no2,corrida_4,60-nmol/mol,1,6,64.94840659
no2,corrida_4,60-nmol/mol,1,7,65.12830769
no2,corrida_4,60-nmol/mol,2,1,64.9980989
no2,corrida_4,60-nmol/mol,2,2,64.93364835
no2,corrida_4,60-nmol/mol,2,3,64.99964835
no2,corrida_4,60-nmol/mol,2,4,64.90434066
no2,corrida_4,60-nmol/mol,2,5,65.00016484
no2,corrida_4,60-nmol/mol,2,6,64.92214286
no2,corrida_4,60-nmol/mol,2,7,64.97353846
no2,corrida_5,90-nmol/mol,1,1,96.83286047
no2,corrida_5,90-nmol/mol,1,2,96.84965116
no2,corrida_5,90-nmol/mol,1,3,96.82680233
no2,corrida_5,90-nmol/mol,1,4,96.86160465
no2,corrida_5,90-nmol/mol,1,5,96.84322093
no2,corrida_5,90-nmol/mol,1,6,96.84734884
no2,corrida_5,90-nmol/mol,1,7,96.82231395
no2,corrida_5,90-nmol/mol,2,1,96.8299186
no2,corrida_5,90-nmol/mol,2,2,96.83754651
no2,corrida_5,90-nmol/mol,2,3,96.83852326
no2,corrida_5,90-nmol/mol,2,4,96.84455814
no2,corrida_5,90-nmol/mol,2,5,96.8557907
no2,corrida_5,90-nmol/mol,2,6,96.85490698
no2,corrida_5,90-nmol/mol,2,7,96.83301163
o3,corrida_1,0-nmol/mol,1,1,4.19e-5
o3,corrida_1,0-nmol/mol,1,2,3.23e-5
o3,corrida_1,0-nmol/mol,1,3,3.87e-5
o3,corrida_1,0-nmol/mol,1,4,3.55e-5
o3,corrida_1,0-nmol/mol,1,5,4.84e-5
o3,corrida_1,0-nmol/mol,1,6,2.9e-5
o3,corrida_1,0-nmol/mol,1,7,2.58e-5
o3,corrida_1,0-nmol/mol,2,1,5.16e-5
o3,corrida_1,0-nmol/mol,2,2,2.58e-5
o3,corrida_1,0-nmol/mol,2,3,4.52e-5
