"Combinación","Etiqueta","x_pt","sigma_pt","u(x_pt)","Nota"
"Referencia (1)","1",180.221920289855,0.0628663043480859,0.0248500887271623,""
"Consenso MADe (2a)","2a",180.188278985507,0.00510452898573351,0.00260489404006118,""
"Consenso nIQR (2b)","2b",180.188278985507,0.004720415761201,0.00240887708098623,""
"Algoritmo A (3)","3",180.18835301663,0.0046983834498912,0.00239763376420224,""
