"Combinación","Participant","Result","u(xi)","z-score","z-score Eval","z'-score","z'-score Eval","zeta-score","zeta-score Eval","En-score","En-score Eval","Classification z+En","Classification z+En Code","Classification z'+En","Classification z'+En Code"
"Referencia (1)","part_1",4.30107526881718e-05,3.08887680526527e-05,0.359631377837715,"Satisfactory",0.334450387934565,"Satisfactory",0.266292098051743,"Satisfactory",0.133146049025872,"Satisfactory","a2 - Satisfactory but Conservative","a2","a2 - Satisfactory but Conservative","a2"
"Referencia (1)","part_2",2.68817204301073e-05,2.74690668674067e-05,-0.314677455608003,"Satisfactory",-0.292644089442747,"Satisfactory",-0.259094271078017,"Satisfactory",-0.129547135539009,"Satisfactory","a2 - Satisfactory but Conservative","a2","a2 - Satisfactory but Conservative","a2"
"Referencia (1)","part_3",4.40860215053761e-05,3.52785540965577e-05,0.404585300067429,"Satisfactory",0.376256686426386,"Satisfactory",0.264963537490187,"Satisfactory",0.132481768745094,"Satisfactory","a2 - Satisfactory but Conservative","a2","a2 - Satisfactory but Conservative","a2"
"Referencia (1)","part_4",3.54838709677417e-05,3.61276898215634e-05,0.0449539222297132,"Satisfactory",0.0418062984918196,"Satisfactory",0.0287932881529346,"Satisfactory",0.0143966440764673,"Satisfactory","a2 - Satisfactory but Conservative","a2","a2 - Satisfactory but Conservative","a2"
"Referencia (1)","part_5",4.08602150537634e-05,3.3349964152843e-05,0.269723533378296,"Satisfactory",0.250837790950933,"Satisfactory",0.186116723686289,"Satisfactory",0.0930583618431443,"Satisfactory","a2 - Satisfactory but Conservative","a2","a2 - Satisfactory but Conservative","a2"
"Referencia (1)","part_6",2.58064516129032e-05,2.57978322353246e-05,-0.359631377837709,"Satisfactory",-0.33445038793456,"Satisfactory",-0.313080002502399,"Satisfactory",-0.156540001251199,"Satisfactory","a2 - Satisfactory but Conservative","a2","a2 - Satisfactory but Conservative","a2"
"Consenso MADe (2a)","part_1",4.30107526881718e-05,3.08887680526527e-05,0.606877950101145,"Satisfactory",0.540560477779649,"Satisfactory",0.155307909421515,"Satisfactory",0.0776539547107575,"Satisfactory","a2 - Satisfactory but Conservative","a2","a2 - Satisfactory but Conservative","a2"
"Consenso MADe (2a)","part_2",2.68817204301073e-05,2.74690668674067e-05,-1.41604855023605,"Satisfactory",-1.26130778148589,"Satisfactory",-0.406583487486477,"Satisfactory",-0.203291743743239,"Satisfactory","a2 - Satisfactory but Conservative","a2","a2 - Satisfactory but Conservative","a2"
"Consenso MADe (2a)","part_3",4.40860215053761e-05,3.52785540965577e-05,0.741739716790292,"Satisfactory",0.660685028397352,"Satisfactory",0.166532729876816,"Satisfactory",0.083266364938408,"Satisfactory","a2 - Satisfactory but Conservative","a2","a2 - Satisfactory but Conservative","a2"
"Consenso MADe (2a)","part_4",3.54838709677417e-05,3.61276898215634e-05,-0.337154416722881,"Satisfactory",-0.30031137654427,"Satisfactory",-0.0739400884790211,"Satisfactory",-0.0369700442395105,"Satisfactory","a2 - Satisfactory but Conservative","a2","a2 - Satisfactory but Conservative","a2"
"Consenso MADe (2a)","part_5",4.08602150537634e-05,3.3349964152843e-05,0.337154416722881,"Satisfactory",0.30031137654427,"Satisfactory",0.0800116777935905,"Satisfactory",0.0400058388967953,"Satisfactory","a2 - Satisfactory but Conservative","a2","a2 - Satisfactory but Conservative","a2"
"Consenso MADe (2a)","part_6",2.58064516129032e-05,2.57978322353246e-05,-1.55091031692518,"Satisfactory",-1.38143233210357,"Satisfactory",-0.47347415803889,"Satisfactory",-0.236737079019445,"Satisfactory","a2 - Satisfactory but Conservative","a2","a2 - Satisfactory but Conservative","a2"
"Consenso nIQR (2b)","part_1",4.30107526881718e-05,3.08887680526527e-05,0.485633346823134,"Satisfactory",0.432565055198812,"Satisfactory",0.154569356466036,"Satisfactory",0.0772846782330179,"Satisfactory","a2 - Satisfactory but Conservative","a2","a2 - Satisfactory but Conservative","a2"
"Consenso nIQR (2b)","part_2",2.68817204301073e-05,2.74690668674067e-05,-1.13314447592069,"Satisfactory",-1.0093184621306,"Satisfactory",-0.404154098929994,"Satisfactory",-0.202077049464997,"Satisfactory","a2 - Satisfactory but Conservative","a2","a2 - Satisfactory but Conservative","a2"
"Consenso nIQR (2b)","part_3",4.40860215053761e-05,3.52785540965577e-05,0.593551868339389,"Satisfactory",0.528690623020773,"Satisfactory",0.165922192229373,"Satisfactory",0.0829610961146866,"Satisfactory","a2 - Satisfactory but Conservative","a2","a2 - Satisfactory but Conservative","a2"
"Consenso nIQR (2b)","part_4",3.54838709677417e-05,3.61276898215634e-05,-0.269796303790648,"Satisfactory",-0.240313919554912,"Satisfactory",-0.0736813813798145,"Satisfactory",-0.0368406906899072,"Satisfactory","a2 - Satisfactory but Conservative","a2","a2 - Satisfactory but Conservative","a2"
"Consenso nIQR (2b)","part_5",4.08602150537634e-05,3.3349964152843e-05,0.269796303790648,"Satisfactory",0.240313919554912,"Satisfactory",0.0796841564947569,"Satisfactory",0.0398420782473785,"Satisfactory","a2 - Satisfactory but Conservative","a2","a2 - Satisfactory but Conservative","a2"
"Consenso nIQR (2b)","part_6",2.58064516129032e-05,2.57978322353246e-05,-1.24106299743692,"Satisfactory",-1.10544402995254,"Satisfactory",-0.470279584549545,"Satisfactory",-0.235139792274773,"Satisfactory","a2 - Satisfactory but Conservative","a2","a2 - Satisfactory but Conservative","a2"
