"Combinación","Etiqueta","x_pt","sigma_pt","u(x_pt)","Nota"
"Referencia (1)","1",59.0602880658436,0.0357018518518118,0.0141123960672032,""
"Consenso MADe (2a)","2a",59.0540740740741,0.00753705761317332,0.00384623860713206,""
"Consenso nIQR (2b)","2b",59.0540740740741,0.00577329320987552,0.00294617135409789,""
"Algoritmo A (3)","3",59.0524972371672,0.00649480346287871,0.00331436551327376,""
