"","participant_id","pollutant","level","result","uncertainty_std","n_lab","x_pt","sigma_pt","z_score","z_prime_score","zeta_score","U_xi","U_xpt","En_score","z_score_eval","z_prime_score_eval","zeta_score_eval","En_score_eval"
"1","part_1","no","181-ppb",180.189057971015,0.0661230755204649,7,180.221920289855,0.0628663043480859,-0.522733428998366,-0.48613221450816,-0.465218692891637,0.13224615104093,0.0497001774543246,-0.232609346445819,"Satisfactory","Satisfactory","Satisfactory","Satisfactory"
"2","part_2","no","181-ppb",180.1875,0.0715671609755969,7,180.221920289855,0.0628663043480859,-0.547515719461161,-0.509179276499866,-0.454340893114968,0.143134321951194,0.0497001774543246,-0.227170446557484,"Satisfactory","Satisfactory","Satisfactory","Satisfactory"
"3","part_3","no","181-ppb",180.185543478261,0.0684778487325773,7,180.221920289855,0.0628663043480859,-0.578637665623024,-0.538122098535298,-0.499356395093167,0.136955697465155,0.0497001774543246,-0.249678197546583,"Satisfactory","Satisfactory","Satisfactory","Satisfactory"
"4","part_4","no","181-ppb",180.217246376812,0.0609446349080415,7,180.221920289855,0.0628663043480859,-0.0743468713775326,-0.0691411859650289,-0.0710146026244928,0.121889269816083,0.0497001774543246,-0.0355073013122464,"Satisfactory","Satisfactory","Satisfactory","Satisfactory"
"5","part_5","no","181-ppb",180.193514492754,0.0828585144800984,7,180.221920289855,0.0628663043480859,-0.451844551633494,-0.420206897653227,-0.32837293693164,0.165717028960197,0.0497001774543246,-0.16418646846582,"Satisfactory","Satisfactory","Satisfactory","Satisfactory"
"6","part_6","no","181-ppb",180.184130434783,0.0638509389823002,7,180.221920289855,0.0628663043480859,-0.601114626733798,-0.55902524777741,-0.551546297897248,0.1277018779646,0.0497001774543246,-0.275773148948624,"Satisfactory","Satisfactory","Satisfactory","Satisfactory"
"7","ref","no","181-ppb",180.221920289855,0.0980461262456423,7,180.221920289855,0.0628663043480859,0,0,0,0.196092252491285,0.0497001774543246,0,"Satisfactory","Satisfactory","Satisfactory","Satisfactory"
