"Combinación","Etiqueta","x_pt","sigma_pt","u(x_pt)","Nota"
"Referencia (1)","1",59.8955913978494,0.0295005376344397,0.0116611113905432,""
"Consenso MADe (2a)","2a",59.8910035842294,0.00300320788530895,0.00153256810635622,""
"Consenso nIQR (2b)","2b",59.8910035842294,0.00304889516127175,0.00155588279674092,""
"Algoritmo A (3)","3",59.8913184533652,0.00306735914106621,0.00156530515697373,""
