"","Item","sample_id","sample_1","sample_2","average","range"
"1",1,1,80.6732692307692,80.6890384615385,54.1207692307692,79.6890384615385
"2",2,2,80.6115384615385,80.7367307692308,54.4494230769231,78.7367307692308
