"","Item","sample_id","sample_1","sample_2","average","range"
"1",1,1,0.0509433962264151,0.10188679245283,0.384276729559748,0.949056603773585
"2",2,2,-0.060377358490566,0.0150943396226415,0.651572327044025,2.06037735849057
