"Combinación","Etiqueta","x_pt","sigma_pt","u(x_pt)","Nota"
"Referencia (1)","1",25.6946593406593,0.0638830769231157,0.0252520033770984,""
"Consenso MADe (2a)","2a",25.6950018315018,0.0213296684981422,0.0108847508756593,""
"Consenso nIQR (2b)","2b",25.6950018315018,0.0170716230769074,0.00871182617073858,""
"Algoritmo A (3)","3",25.6944261294261,0.0142029452641898,0.00724791015457165,""
