"","Item","sample_id","sample_1","sample_2","average","range"
"1",1,1,59.0814814814815,59.020987654321,39.7008230452675,58.0814814814815
"2",2,2,59.0506172839506,59.0234567901235,40.0246913580247,57.0506172839506
