"","Item","sample_id","sample_1","sample_2","average","range"
"1",1,1,32.9808333333333,33.030119047619,22.3369841269841,32.030119047619
"2",2,2,32.840119047619,32.9595238095238,22.5998809523809,30.9595238095238
