fuente,formato,archivo,sha256_fuente,sha256_salida,fecha_generacion,commit,herramienta
Entregables_pt_app/09_informe_final/md/informe_validacion.md,DOCX,Entregables_pt_app/09_informe_final/informe_validacion.docx,196c493cf976dbb2de0e421d2b6fd7909ce06ece83d78d70ba61ffdc3354b948,3ffe126d2e1372a11c5404633b89bb3e87c7197610e3b440bc48a55176fd207d,2026-07-14T14:46:40-05:00,5e766a3,pandoc 3.10
Entregables_pt_app/09_informe_final/md/anexo_calculos.md,DOCX,Entregables_pt_app/09_informe_final/anexo_calculos.docx,0c05543d7e910bb545544cef122033f0ede858170374d96765d93fba6a0e9a1e,2564973b243ad0bbc3ac98600542dec26a0fb8268b5791b12a863a9af7d94c01,2026-07-14T14:46:40-05:00,5e766a3,pandoc 3.10
Entregables_pt_app/09_informe_final/md/informe_validacion.md,PDF,Entregables_pt_app/09_informe_final/informe_validacion.pdf,196c493cf976dbb2de0e421d2b6fd7909ce06ece83d78d70ba61ffdc3354b948,eca41e52ce50847f2f787c2c943fdbb4a180ced4abc08fc17b64b5c65f863b9f,2026-07-14T14:46:40-05:00,5e766a3,LibreOffice
