fuente,formato,archivo,sha256_fuente,sha256_salida,fecha_generacion,commit,herramienta
Entregables_pt_app/05_prototipo_ui/md/wireframes.md,DOCX,Entregables_pt_app/05_prototipo_ui/wireframes.docx,4954713eedc31268e8a3de58a1efc625a91ee60aa266534eb963afed73b110cd,7b36edc706f48635f99c8e5da2ee6528cfed2725eb0eb5a16928adf94cf10a4e,2026-07-14T14:30:14-05:00,c7200b1,pandoc 3.10
Entregables_pt_app/06_app_logica/md/manual_usuario.md,DOCX,Entregables_pt_app/06_app_logica/manual_usuario.docx,4641741048ad05690a3d9863eeb4488ba996ea365c06e1a76a151d7bc8ae9cd3,2803607648d10b5022be072928769e7b71272931ae182dee24368cc28209ba6d,2026-07-14T14:30:14-05:00,c7200b1,pandoc 3.10
Entregables_pt_app/07_dashboards/md/documentacion_dashboards.md,DOCX,Entregables_pt_app/07_dashboards/documentacion_dashboards.docx,8b8c33aa77e259897a2edbff69b82833d5ad06061ce6692fd0019fafa43367be,aa3cd2abc444afd0ec2461faa4cf32c830d53c6271d8703f6544b9e57d172618,2026-07-14T14:30:14-05:00,c7200b1,pandoc 3.10
Entregables_pt_app/08_beta/md/manual_desarrollador.md,DOCX,Entregables_pt_app/08_beta/manual_desarrollador.docx,d676bc8ff82b16656f567cfc3dca1e9f78af96e258934d461a0bb41eb7c96924,1e649f5e6a0419270f4e3f717642b97baa010c7f457e361964d389b19a04f80b,2026-07-14T14:30:14-05:00,c7200b1,pandoc 3.10
Entregables_pt_app/05_prototipo_ui/md/wireframes.md,HTML,Entregables_pt_app/05_prototipo_ui/html/recorrido_interfaz.html,4954713eedc31268e8a3de58a1efc625a91ee60aa266534eb963afed73b110cd,aee7f5470ac038a4bd8350182ca291d782f7e84ab3ed279245536ddd921b6ac2,2026-07-14T14:30:14-05:00,c7200b1,pandoc 3.10
