"source","pollutant","level","unit","instrument","mean_h1","mean_h2","mean_h3","mean_value","sd_value","u_value","n_hours","hour_starts"
"ronda","o3","0-ppb","ppb","calaire_ref",-0.2046,NA,NA,-0.2046,NA,0.0692708644046487,1,"2026-04-30 13:32:00"
"ronda","o3","180-ppb","ppb","calaire_ref",182.929916666667,179.845966666667,180.826962962963,181.200948765432,1.5756223963759,0.90968601468883,3,"2026-04-30 15:09:00|2026-04-30 16:09:00|2026-04-30 17:09:00"
"ronda","o3","121-ppb","ppb","calaire_ref",120.073666666667,120.895133333333,121.169916666667,120.712905555556,0.570391302414728,0.329315571992564,3,"2026-04-30 18:03:00|2026-04-30 19:03:00|2026-04-30 20:03:00"
"ronda","o3","80-ppb","ppb","calaire_ref",80.4498333333333,80.42675,80.3855,80.4206944444444,0.0325913601934532,0.0188166305809463,3,"2026-04-30 21:03:00|2026-04-30 22:03:00|2026-04-30 23:03:00"
"ronda","o3","40-ppb","ppb","calaire_ref",39.5594333333333,39.5623666666667,39.4078666666667,39.5098888888889,0.0883660086316103,0.051018138870673,3,"2026-05-01 00:03:00|2026-05-01 01:03:00|2026-05-01 02:03:00"
