"Combinación","Etiqueta","x_pt","sigma_pt","u(x_pt)","Nota"
"Referencia (1)","1",8.04595794970162,0.0188282843137222,0.0074425328580728,""
"Consenso MADe (2a)","2a",8.04908909846547,0.00387971595623599,0.00197985925827339,""
"Consenso nIQR (2b)","2b",8.04908909846547,0.00427326982576802,0.00218069387632576,""
"Algoritmo A (3)","3",8.04876014312526,0.00427937713352142,0.00218381049876283,""
