"Combinación","Etiqueta","x_pt","sigma_pt","u(x_pt)","Nota"
"Referencia (1)","1",99.3574901908329,0.775688743980548,0.306617898291719,""
"Consenso MADe (2a)","2a",99.5709164883181,0.0558631050472268,0.0285075214194169,""
"Consenso nIQR (2b)","2b",99.5709164883181,0.0481325250468011,0.024562526332582,""
"Algoritmo A (3)","3",99.583345769224,0.0547593893174161,0.0279442838446003,""
