"Combinación","Etiqueta","x_pt","sigma_pt","u(x_pt)","Nota"
"Referencia (1)","1",4.02175396825397,0.0112033909090901,0.00442852909874365,""
"Consenso MADe (2a)","2a",4.02310047979798,0.00209748201298609,0.00107036680760034,""
"Consenso nIQR (2b)","2b",4.02310047979798,0.00185909723106044,0.000948716582983155,""
"Algoritmo A (3)","3",4.02326412698412,0.00152002702793124,0.000775685544514744,""
