"Combinación","Etiqueta","x_pt","sigma_pt","u(x_pt)","Nota"
"Referencia (1)","1",65.0157545787546,0.147974065934111,0.0584918853734651,""
"Consenso MADe (2a)","2a",64.9778663003663,0.00786859157505126,0.00401542382359129,""
"Consenso nIQR (2b)","2b",64.9778663003663,0.00708308076918795,0.00361456951904806,""
"Algoritmo A (3)","3",64.9783219666035,0.0161737401539994,0.00825362721034626,""
