"Combinación","Etiqueta","x_pt","sigma_pt","u(x_pt)","Nota"
"Referencia (1)","1",120.055061176878,1.23933185815112,0.489888931070783,""
"Consenso MADe (2a)","2a",119.927098885428,0.156722782942026,0.0799772602660263,""
"Consenso nIQR (2b)","2b",119.927098885428,0.147536603844917,0.0752894578756642,""
"Algoritmo A (3)","3",119.907809235782,0.12751871818702,0.0650741233774923,""
