"Combinación","Etiqueta","x_pt","sigma_pt","u(x_pt)","Nota"
"Referencia (1)","1",123.040632911392,0.524681645569724,0.20739863081069,""
"Consenso MADe (2a)","2a",122.976582278481,0.0624799789033089,0.0318841807193676,""
"Consenso nIQR (2b)","2b",122.976582278481,0.0533219905066527,0.0272107643355891,""
"Algoritmo A (3)","3",122.984246563655,0.0555412189320376,0.0283432595991044,""
