"source","run","pollutant","level","unit","instrument","mean_h1","mean_h2","mean_h3","mean_value","sd_value","u_value","n_hours","hour_starts"
"ronda_participante",1,"no2","0-nmol/mol","nmol/mol","p1",-0.708,NA,NA,-0.708,0.407,0.052,1,"2026-05-01 03:01:00"
"ronda_participante",2,"no2","140-nmol/mol","nmol/mol","p1",137.792,138.069,138.034,137.965,0.151,0.087,3,"2026-05-01 16:11:00|2026-05-01 17:11:00|2026-05-01 18:11:00"
"ronda_participante",3,"no2","105-nmol/mol","nmol/mol","p1",104.09,101.629,101.413,102.377,1.487,0.859,3,"2026-05-01 19:17:00|2026-05-01 20:17:00|2026-05-01 21:17:00"
"ronda_participante",4,"no2","60-nmol/mol","nmol/mol","p1",56.664,57.014,57.037,56.905,0.209,0.121,3,"2026-05-01 22:23:00|2026-05-01 23:23:00|2026-05-02 00:23:00"
"ronda_participante",5,"no2","30-nmol/mol","nmol/mol","p1",29.036,27.219,27.217,27.824,1.05,0.606,3,"2026-05-02 01:22:00|2026-05-02 02:22:00|2026-05-02 03:22:00"
