"source","run","pollutant","level","unit","instrument","mean_h1","mean_h2","mean_h3","mean_value","sd_value","u_value","n_hours","hour_starts"
"ronda",1,"o3","0-nmol/mol","nmol/mol","calaire_ref",-0.205,NA,NA,-0.205,0.537,0.069,1,"2026-04-30 13:32:00"
"ronda",2,"o3","180-nmol/mol","nmol/mol","calaire_ref",182.93,179.846,180.827,181.201,1.576,0.91,3,"2026-04-30 15:09:00|2026-04-30 16:09:00|2026-04-30 17:09:00"
"ronda",3,"o3","120-nmol/mol","nmol/mol","calaire_ref",120.074,120.895,121.17,120.713,0.57,0.329,3,"2026-04-30 18:03:00|2026-04-30 19:03:00|2026-04-30 20:03:00"
"ronda",4,"o3","80-nmol/mol","nmol/mol","calaire_ref",80.45,80.427,80.385,80.421,0.033,0.019,3,"2026-04-30 21:03:00|2026-04-30 22:03:00|2026-04-30 23:03:00"
"ronda",5,"o3","40-nmol/mol","nmol/mol","calaire_ref",39.559,39.562,39.408,39.51,0.088,0.051,3,"2026-05-01 00:03:00|2026-05-01 01:03:00|2026-05-01 02:03:00"
