"Combinación","Etiqueta","x_pt","sigma_pt","u(x_pt)","Nota"
"Referencia (1)","1",180.613347956423,0.120780412371015,0.0477426499783482,""
"Consenso MADe (2a)","2a",180.590785625503,0.105030653103836,0.0535982307199299,""
"Consenso nIQR (2b)","2b",180.590785625503,0.1111506911056,0.0567213495346725,""
"Algoritmo A (3)","3",180.575374885461,0.0933264673392213,0.0476254634328358,""
