level,sample_1,sample_2,sample_3,sample_4,sample_5,sample_6,sample_7,sample_8,sample_9,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19,sample_20
20-ppb,19.6482352941176,19.7388235294118,19.7247058823529,19.8341176470588,19.7670588235294,19.7352941176471,19.7705882352941,19.7105882352941,19.7341176470588,19.7070588235294,19.7776470588235,19.7458823529412,19.8047058823529,19.7188235294118,19.6647058823529,19.7023529411765,19.7670588235294,19.7129411764706,19.7282352941176,19.7541176470588
20-ppb,19.7211764705882,19.6905882352941,19.7658823529412,19.7611764705882,19.7317647058824,19.7164705882353,19.7694117647059,19.8070588235294,19.6929411764706,19.6141176470588,19.7352941176471,19.7811764705882,19.7188235294118,19.7552941176471,19.7482352941176,19.7388235294118,19.6682352941176,19.6882352941176,19.6164705882353,19.7035294117647
20-ppb,19.7141176470588,19.7341176470588,19.7294117647059,19.72,19.7305882352941,19.6964705882353,19.7070588235294,19.6941176470588,19.7858823529412,19.7752941176471,19.6941176470588,19.6752941176471,19.6835294117647,19.7882352941176,19.6176470588235,19.6670588235294,19.7458823529412,19.6447058823529,19.7470588235294,19.7235294117647
20-ppb,19.7611764705882,19.7141176470588,19.7023529411765,19.7682352941176,19.8023529411765,19.7270588235294,19.7576470588235,19.7776470588235,19.7141176470588,19.7364705882353,19.6894117647059,19.7435294117647,19.7294117647059,19.7317647058824,19.7847058823529,19.6741176470588,19.6635294117647,19.7741176470588,19.74,19.7552941176471
20-ppb,19.7176470588235,19.7411764705882,19.6988235294118,19.7317647058824,19.8423529411765,19.7270588235294,19.74,19.7223529411765,19.76,19.7694117647059,19.6541176470588,19.6905882352941,19.7305882352941,19.8176470588235,19.7294117647059,19.7423529411765,19.6870588235294,19.7141176470588,19.7576470588235,19.8070588235294
40-ppb,40.3231534090909,40.3716534090909,40.3595227272727,40.3466704545455,40.3494034090909,40.4125227272727,40.3461931818182,40.3920625,40.3196079545455,40.3772443181818,40.3814034090909,40.372625,40.3843806818182,40.3244772727273,40.3681022727273,40.3266534090909,40.3522840909091,40.3713693181818,40.4242784090909,40.3775568181818
40-ppb,40.3665113636364,40.3095568181818,40.3663181818182,40.3407272727273,40.4101875,40.3049261363636,40.3602897727273,40.4011477272727,40.4221079545455,40.3725113636364,40.3586079545455,40.3451761363636,40.3900397727273,40.3686875,40.3979488636364,40.3616988636364,40.3570511363636,40.3872840909091,40.3600852272727,40.3526306818182
40-ppb,40.3824943181818,40.3635227272727,40.3205852272727,40.3430681818182,40.3304488636364,40.3508522727273,40.3545397727273,40.3753011363636,40.3468522727273,40.3562386363636,40.3900340909091,40.3594772727273,40.3733238636364,40.3837784090909,40.37375,40.3910852272727,40.3702727272727,40.3595227272727,40.3675056818182,40.4067272727273
40-ppb,40.3591022727273,40.3628579545455,40.3820738636364,40.4028636363636,40.385625,40.3575568181818,40.3716988636364,40.3619488636364,40.4060738636364,40.3474886363636,40.3730397727273,40.3862556818182,40.3641306818182,40.3822727272727,40.4073977272727,40.3873522727273,40.3036420454545,40.3970965909091,40.3904261363636,40.3641477272727
40-ppb,40.4019886363636,40.3627954545455,40.3777670454545,40.3324772727273,40.3445113636364,40.3848579545455,40.3949829545455,40.3986647727273,40.3448068181818,40.3274715909091,40.373375,40.3995170454545,40.3644829545455,40.3695340909091,40.376,40.3376363636364,40.3599772727273,40.3762613636364,40.3631420454545,40.3805795454545
40-ppb,40.0837081081081,40.1498162162162,40.1204864864865,40.1197567567568,40.1774054054054,40.1322432432432,40.1835027027027,40.1146918918919,40.1183405405405,40.128027027027,40.1558972972973,40.1389891891892,40.1356594594595,40.1298216216216,40.0877135135135,40.1297243243243,40.1168432432432,40.1558108108108,40.1171945945946,40.1714162162162
40-ppb,40.1173189189189,40.1227945945946,40.1610810810811,40.1305945945946,40.0950324324324,40.0889675675676,40.1329891891892,40.1215513513513,40.0826054054054,40.1056108108108,40.1040648648649,40.1025081081081,40.1145675675676,40.1276594594595,40.1278054054054,40.1006108108108,40.1264378378378,40.1735891891892,40.1565405405405,40.1208162162162
40-ppb,40.1286432432432,40.1912,40.1524378378378,40.154,40.1371135135135,40.1643405405405,40.1172972972973,40.1184864864865,40.1586810810811,40.1216972972973,40.1606540540541,40.1108756756757,40.1044864864865,40.1299837837838,40.1642486486487,40.1316702702703,40.0951027027027,40.1358756756757,40.1277891891892,40.1464594594595
40-ppb,40.1297027027027,40.0846162162162,40.1657135135135,40.1364324324324,40.1091621621622,40.1694918918919,40.1405027027027,40.1101891891892,40.1003783783784,40.1497189189189,40.1519027027027,40.1726324324324,40.1367837837838,40.1046108108108,40.1276864864865,40.2165567567568,40.1381135135135,40.1342,40.1237783783784,40.0979243243243
40-ppb,40.1421135135135,40.1859837837838,40.1725081081081,40.1363891891892,40.1049621621622,40.1128324324324,40.1829297297297,40.1458972972973,40.1659675675676,40.142,40.1170216216216,40.1271945945946,40.1226162162162,40.1205567567568,40.1610486486487,40.1444918918919,40.1580162162162,40.1154108108108,40.1437945945946,40.1438324324324
60-ppb,59.9451612903226,59.9010752688172,59.8881720430108,59.9043010752688,59.8688172043011,59.8903225806452,59.8677419354839,59.8913978494624,59.9505376344086,59.952688172043,59.8870967741936,59.8860215053763,59.8784946236559,59.8774193548387,59.8709677419355,59.8838709677419,59.8795698924731,59.8559139784946,59.8752688172043,59.8956989247312
60-ppb,59.8021505376344,59.9129032258065,59.9182795698925,59.8548387096774,59.9139784946237,59.9376344086022,59.9032258064516,59.7731182795699,59.9161290322581,59.9655913978495,59.8731182795699,59.858064516129,59.8795698924731,59.9720430107527,59.9075268817204,59.8795698924731,59.8440860215054,59.8935483870968,59.9290322580645,59.8548387096774
60-ppb,59.8548387096774,59.8387096774194,59.8698924731183,59.8677419354839,59.8720430107527,59.8064516129032,59.9172043010753,59.9236559139785,59.9666666666667,59.8827956989247,59.8258064516129,59.852688172043,59.9387096774194,59.9440860215054,59.8849462365591,59.9225806451613,59.889247311828,59.947311827957,59.8698924731183,59.9010752688172
60-ppb,59.8795698924731,59.8881720430108,59.8741935483871,59.8774193548387,59.9806451612903,59.9096774193548,59.8677419354839,59.8903225806452,59.8870967741935,59.9301075268817,59.8225806451613,59.8860215053763,59.8440860215054,59.8978494623656,59.8655913978495,59.9397849462366,59.8634408602151,59.8849462365591,59.9204301075269,59.8763440860215
60-ppb,59.8365591397849,59.9387096774194,59.8365591397849,59.8698924731183,59.8086021505376,59.9172043010753,59.8634408602151,59.9268817204301,59.9118279569892,59.9301075268817,59.8720430107527,59.9021505376344,59.9096774193548,59.8784946236559,59.8612903225806,59.9064516129032,59.8784946236559,59.9182795698925,59.8881720430108,59.9989247311828
81-ppb,80.4794545454545,80.5062727272727,80.5350681818182,80.5069772727273,80.4607215909091,80.5098522727273,80.4797670454546,80.5167784090909,80.4849886363636,80.4963011363636,80.4329034090909,80.4651818181818,80.4998125,80.4750397727273,80.5254375,80.4723522727273,80.4796818181818,80.5439431818182,80.4796136363636,80.4875227272727
81-ppb,80.4915738636364,80.4919886363636,80.4766193181818,80.4524318181818,80.5222102272727,80.5229886363636,80.4850170454545,80.4615965909091,80.5135284090909,80.5270852272727,80.5082272727273,80.4818806818182,80.5088863636364,80.5331931818182,80.4965681818182,80.4943636363636,80.4829147727273,80.4957045454545,80.5248465909091,80.4801647727273
81-ppb,80.5379886363636,80.5368465909091,80.4773125,80.4781420454545,80.5547613636364,80.5341079545455,80.5055,80.4759545454545,80.4851875,80.4700965909091,80.4919772727273,80.419875,80.4784602272727,80.5150170454545,80.4856022727273,80.5626875,80.4913636363636,80.5121079545455,80.484375,80.4918579545455
81-ppb,80.4848352272727,80.4719147727273,80.4990511363636,80.5510625,80.5289602272727,80.5399488636364,80.5448352272727,80.5039545454545,80.5224488636364,80.4767897727273,80.4731534090909,80.4491590909091,80.4999147727273,80.5119715909091,80.5316136363636,80.4605909090909,80.5019545454546,80.5010568181818,80.4951477272727,80.5082045454545
81-ppb,80.4821931818182,80.4797102272727,80.4894261363636,80.5035,80.5030795454545,80.5256590909091,80.4868125,80.4944715909091,80.4664318181818,80.5432556818182,80.5114715909091,80.4386193181818,80.566125,80.5102840909091,80.4758977272727,80.4410795454545,80.5227102272727,80.4854545454545,80.5302727272727,80.4684147727273
81-ppb,80.4142670454546,80.4185625,80.3532272727273,80.3385568181818,80.3603181818182,80.3585113636364,80.3254375,80.302806818181807,80.3856136363636,80.2920568181818,80.3500340909091,80.3175284090909,80.3842556818182,80.2965625,80.3405852272727,80.3163068181818,80.360375,80.3636931818182,80.3228636363636,80.3357215909091
81-ppb,80.3744431818182,80.3904147727273,80.3169715909091,80.3398806818182,80.3741022727273,80.3627556818182,80.3032670454545,80.3384602272727,80.3155795454545,80.3256193181818,80.3203011363636,80.375375,80.3190113636364,80.3190738636364,80.3816818181818,80.4075738636364,80.3478522727273,80.3448522727273,80.3372784090909,80.3275113636364
81-ppb,80.3533181818182,80.3444488636364,80.3493295454546,80.3665340909091,80.4043352272727,80.2821988636364,80.3678920454545,80.3801420454545,80.3669829545454,80.3753693181818,80.2968181818182,80.3478977272727,80.3521420454545,80.4188181818182,80.4335340909091,80.3753636363636,80.3660795454545,80.3736704545454,80.3167215909091,80.3804204545455
81-ppb,80.3474318181818,80.3213352272727,80.3748125,80.3780965909091,80.3256647727273,80.3989034090909,80.3518977272727,80.3228977272727,80.3335056818182,80.2944034090909,80.3799034090909,80.3702727272727,80.3554090909091,80.3629829545455,80.3151136363636,80.3513977272727,80.3233352272727,80.3054829545455,80.3370454545455,80.3924318181818
81-ppb,80.3457045454546,80.2698522727273,80.339125,80.3433295454546,80.4049318181818,80.3410909090909,80.3704829545455,80.3525454545454,80.3718636363636,80.3110852272727,80.3437784090909,80.2848409090909,80.3330852272727,80.3649204545455,80.4279204545455,80.3295397727273,80.3851193181818,80.3082670454545,80.3856647727273,80.3933693181818
