"","Item","sample_id","sample_1","sample_2","average","range"
"1",1,1,40.7637209302326,40.7117441860465,27.4918217054264,39.7637209302326
"2",2,2,40.7406976744186,40.7741860465116,27.8382945736434,38.7741860465116
