"Combinación","Etiqueta","x_pt","sigma_pt","u(x_pt)","Nota"
"Referencia (1)","1",182.289934360102,0.121111666667168,0.047873589735918,""
"Consenso MADe (2a)","2a",182.195944444444,0.0399607863951243,0.0203924034142513,""
"Consenso nIQR (2b)","2b",182.195944444444,0.0443269944446143,0.0226205246292687,""
"Algoritmo A (3)","3",182.209426277425,0.0443575283849657,0.0226361064154557,""
