"Participante","Resultado","Peso","Residuo estandarizado"
"part_1",3.92145511583011,1,0.396377206573174
"part_2",3.92900091162591,1,0.870079057912406
"part_3",3.92125850922351,1,0.38403484851659
"part_4",3.90446453667953,1,-0.670239094313061
"part_5",3.91307073144573,1,-0.129968657097631
"part_6",3.89618214285714,0.705948504192449,-1.19018230419585
