"Combinación","Etiqueta","x_pt","sigma_pt","u(x_pt)","Nota"
"Referencia (1)","1",7.99219113330391,0.0247329771573613,0.00977656764177229,""
"Consenso MADe (2a)","2a",7.98799288604429,0.0239679469561542,0.0122310917134731,""
"Consenso nIQR (2b)","2b",7.98799288604429,0.0190475359399136,0.00972015498127339,""
"Algoritmo A (3)","3",7.99583596699915,0.0226106585705344,0.0115384533846034,""
