"Combinación","Participant","Result","u(xi)","z-score","z-score Eval","z'-score","z'-score Eval","zeta-score","zeta-score Eval","En-score","En-score Eval"
"Referencia (1)","part_1",59.0624279835391,0.0377520130723918,0.0599385629736117,"Satisfactory",0.0557417313230406,"Satisfactory",0.0530950490959906,"Satisfactory",0.0265475245479953,"Satisfactory"
"Referencia (1)","part_2",59.0458436213992,0.0306131233345884,-0.404585300068645,"Satisfactory",-0.376256686427516,"Satisfactory",-0.428499121658932,"Satisfactory",-0.214249560829466,"Satisfactory"
"Referencia (1)","part_3",59.0537448559671,0.0378698868570192,-0.183273682936641,"Satisfactory",-0.170441063082144,"Satisfactory",-0.161904700652901,"Satisfactory",-0.0809523503264506,"Satisfactory"
"Referencia (1)","part_4",59.0544032921811,0.039393307722815,-0.164831048176387,"Satisfactory",-0.15328976113739,"Satisfactory",-0.140633126305633,"Satisfactory",-0.0703165631528165,"Satisfactory"
"Referencia (1)","part_5",59.0427983539095,0.0297155340200302,-0.489882485837506,"Satisfactory",-0.455581457924501,"Satisfactory",-0.531660472125935,"Satisfactory",-0.265830236062967,"Satisfactory"
"Referencia (1)","part_6",59.0560082304527,0.0362730887453107,-0.119877125946626,"Satisfactory",-0.111483462645526,"Satisfactory",-0.109960209190736,"Satisfactory",-0.0549801045953678,"Satisfactory"
"Consenso MADe (2a)","part_1",59.0624279835391,0.0377520130723918,1.1083780825092,"Satisfactory",0.987258452447993,"Satisfactory",0.220144229214946,"Satisfactory",0.110072114607473,"Satisfactory"
"Consenso MADe (2a)","part_2",59.0458436213992,0.0306131233345884,-1.09199811084504,"Satisfactory",-0.972668426055833,"Satisfactory",-0.266756545999445,"Satisfactory",-0.133378272999723,"Satisfactory"
"Consenso MADe (2a)","part_3",59.0537448559671,0.0378698868570192,-0.0436799244321048,"Satisfactory",-0.0389067370407218,"Satisfactory",-0.00864890700954023,"Satisfactory",-0.00432445350477012,"Satisfactory"
"Consenso MADe (2a)","part_4",59.0544032921811,0.039393307722815,0.0436799244321048,"Satisfactory",0.0389067370407218,"Satisfactory",0.0083176571409005,"Satisfactory",0.00415882857045025,"Satisfactory"
"Consenso MADe (2a)","part_5",59.0427983539095,0.0297155340200302,-1.49603741185474,"Satisfactory",-1.33255574369385,"Satisfactory",-0.376316198850154,"Satisfactory",-0.188158099425077,"Satisfactory"
"Consenso MADe (2a)","part_6",59.0560082304527,0.0362730887453107,0.256619556046393,"Satisfactory",0.228577080121168,"Satisfactory",0.0530248152603986,"Satisfactory",0.0265124076301993,"Satisfactory"
"Consenso nIQR (2b)","part_1",59.0624279835391,0.0377520130723918,1.4469920652498,"Satisfactory",1.28886989880656,"Satisfactory",0.22061303914907,"Satisfactory",0.110306519574535,"Satisfactory"
"Consenso nIQR (2b)","part_2",59.0458436213992,0.0306131233345884,-1.42560794605701,"Satisfactory",-1.26982256039885,"Satisfactory",-0.267617271528416,"Satisfactory",-0.133808635764208,"Satisfactory"
"Consenso nIQR (2b)","part_3",59.0537448559671,0.0378698868570192,-0.057024317840065,"Satisfactory",-0.0507929024139807,"Satisfactory",-0.00866721168923753,"Satisfactory",-0.00433360584461876,"Satisfactory"
"Consenso nIQR (2b)","part_4",59.0544032921811,0.039393307722815,0.057024317840065,"Satisfactory",0.0507929024139807,"Satisfactory",0.00833393427155706,"Satisfactory",0.00416696713577853,"Satisfactory"
"Consenso nIQR (2b)","part_5",59.0427983539095,0.0297155340200302,-1.95308288609422,"Satisfactory",-1.73965690774297,"Satisfactory",-0.377604044959846,"Satisfactory",-0.188802022479923,"Satisfactory"
"Consenso nIQR (2b)","part_6",59.0560082304527,0.0362730887453107,0.335017867320536,"Satisfactory",0.298408301691181,"Satisfactory",0.0531470579757398,"Satisfactory",0.0265735289878699,"Satisfactory"
"Algoritmo A (3)","part_1",59.0624279835391,0.0377520130723918,1.52902954318603,"Satisfactory",1.36194261179877,"Satisfactory",0.262044170797283,"Satisfactory",0.131022085398642,"Satisfactory"
"Algoritmo A (3)","part_2",59.0458436213992,0.0306131233345884,-1.02445221107405,"Satisfactory",-0.912503702908154,"Satisfactory",-0.216082488826587,"Satisfactory",-0.108041244413293,"Satisfactory"
"Algoritmo A (3)","part_3",59.0537448559671,0.0378698868570192,0.192094927433143,"Satisfactory",0.171103474322968,"Satisfactory",0.032819423943592,"Satisfactory",0.016409711971796,"Satisfactory"
"Algoritmo A (3)","part_4",59.0544032921811,0.039393307722815,0.293473855637973,"Satisfactory",0.261404072421908,"Satisfactory",0.0482148998579897,"Satisfactory",0.0241074499289948,"Satisfactory"
"Algoritmo A (3)","part_5",59.0427983539095,0.0297155340200302,-1.49332975403615,"Satisfactory",-1.3301439691289,"Satisfactory",-0.324379546980261,"Satisfactory",-0.16218977349013,"Satisfactory"
"Algoritmo A (3)","part_6",59.0560082304527,0.0362730887453107,0.540584993146272,"Satisfactory",0.481511780296112,"Satisfactory",0.0963917879183103,"Satisfactory",0.0481958939591551,"Satisfactory"
