"Combinación","Etiqueta","x_pt","sigma_pt","u(x_pt)","Nota"
"Referencia (1)","1",40.1652266294227,0.046561229050287,0.0184049418069632,""
"Consenso MADe (2a)","2a",40.1722098696462,0.00543407653630445,0.0027730655702451,""
"Consenso nIQR (2b)","2b",40.1722098696462,0.00503286791897231,0.00256832465506358,""
"Algoritmo A (3)","3",40.1731238137584,0.00457822592719293,0.00233631613516731,""
