"Participante","Resultado","Peso","Residuo estandarizado"
"part_1",-0.994075681341718,1,-0.592701373710463
"part_2",-0.99156394129979,1,0.0107896763340688
"part_3",-0.984548427672956,0.34749341821395,1.69639392461856
"part_4",-0.983049056603774,0.236418434354099,2.0566449879623
"part_5",-0.992576100628931,1,-0.232399939692709
"part_6",-0.991746540880503,1,-0.0330831810727025
