"Participante","Resultado","Peso","Residuo estandarizado"
"part_1",-0.0792233918128655,1,-0.526755586748927
"part_2",-0.0719087719298246,0.301261128873257,1.82191642210011
"part_3",-0.0717771929824561,0.287760432365634,1.86416547886307
"part_4",-0.0768485380116959,1,0.235792944426004
"part_5",-0.0783684210526315,1,-0.252230604582506
"part_6",-0.0784321637426901,1,-0.272697925414354
