"Item","sample_id","sample_1","sample_2","average","range"
1,1,-0.00804895104895105,-0.0614125874125874,0.310179487179487,1.06141258741259
2,2,-0.0351328671328671,-0.0281398601398601,0.645575757575758,2.03513286713287
