"Participante","Resultado","Peso","Residuo estandarizado"
"part_1",59.905017921147,0.117110616134718,2.92214570495878
"part_2",59.8724731182796,0.502415019566233,-1.41081053157812
"part_3",59.8845519713262,1,0.197346133300942
"part_4",59.8864516129032,1,0.450260979706917
"part_5",59.882688172043,1,-0.0507967348722249
"part_6",59.8803225806452,1,-0.36574729831889
