"Combinación","Participant","Result","u(xi)","z-score","z-score Eval","z'-score","z'-score Eval","zeta-score","zeta-score Eval","En-score","En-score Eval"
"Referencia (1)","part_1",123.061308016878,0.392163062434028,0.0394050481085045,"Satisfactory",0.036645950377602,"Satisfactory",0.0466045695372018,"Satisfactory",0.0233022847686009,"Satisfactory"
"Referencia (1)","part_2",122.95911392405,0.465652242348987,-0.155368475399003,"Satisfactory",-0.14448974720289,"Satisfactory",-0.159919192670519,"Satisfactory",-0.0799595963352596,"Satisfactory"
"Referencia (1)","part_3",122.945147679325,0.366150311845581,-0.181986987488368,"Satisfactory",-0.16924446062099,"Satisfactory",-0.226908702994491,"Satisfactory",-0.113454351497245,"Satisfactory"
"Referencia (1)","part_4",122.994050632911,0.441602814165665,-0.0887819859420012,"Satisfactory",-0.0825655698299568,"Satisfactory",-0.0954788983036185,"Satisfactory",-0.0477394491518093,"Satisfactory"
"Referencia (1)","part_5",122.878523206751,0.309233179655196,-0.308967744555486,"Satisfactory",-0.28733416602063,"Satisfactory",-0.435377273631223,"Satisfactory",-0.217688636815611,"Satisfactory"
"Referencia (1)","part_6",123.029409282701,0.378621906047594,-0.021391311829633,"Satisfactory",-0.0198935159186205,"Satisfactory",-0.0259984080805078,"Satisfactory",-0.0129992040402539,"Satisfactory"
"Consenso MADe (2a)","part_1",123.061308016878,0.392163062434028,1.35604620686483,"Satisfactory",1.20786228162016,"Satisfactory",0.215336676221132,"Satisfactory",0.107668338110566,"Satisfactory"
"Consenso MADe (2a)","part_2",122.95911392405,0.465652242348987,-0.27958323189479,"Satisfactory",-0.249031366829258,"Satisfactory",-0.0374261019870179,"Satisfactory",-0.018713050993509,"Satisfactory"
"Consenso MADe (2a)","part_3",122.945147679325,0.366150311845581,-0.503114753044612,"Satisfactory",-0.448136155282062,"Satisfactory",-0.0855279648075626,"Satisfactory",-0.0427639824037813,"Satisfactory"
"Consenso MADe (2a)","part_4",122.994050632911,0.441602814165665,0.27958323189479,"Satisfactory",0.249031366829258,"Satisfactory",0.0394540069534637,"Satisfactory",0.0197270034767319,"Satisfactory"
"Consenso MADe (2a)","part_5",122.878523206751,0.309233179655196,-1.56944790076813,"Satisfactory",-1.39794419445969,"Satisfactory",-0.315431718173333,"Satisfactory",-0.157715859086667,"Satisfactory"
"Consenso MADe (2a)","part_6",123.029409282701,0.378621906047594,0.845502913846824,"Satisfactory",0.75310935089494,"Satisfactory",0.139032322257688,"Satisfactory",0.0695161611288442,"Satisfactory"
"Consenso nIQR (2b)","part_1",123.061308016878,0.392163062434028,1.58894552869808,"Satisfactory",1.41531119068623,"Satisfactory",0.215529011814051,"Satisfactory",0.107764505907026,"Satisfactory"
"Consenso nIQR (2b)","part_2",122.95911392405,0.465652242348987,-0.32760131916542,"Satisfactory",-0.291802207642886,"Satisfactory",-0.0374498478404866,"Satisfactory",-0.0187249239202433,"Satisfactory"
"Consenso nIQR (2b)","part_3",122.945147679325,0.366150311845581,-0.58952411298766,"Satisfactory",-0.525103006504227,"Satisfactory",-0.0856155296826647,"Satisfactory",-0.0428077648413324,"Satisfactory"
"Consenso nIQR (2b)","part_4",122.994050632911,0.441602814165665,0.32760131916542,"Satisfactory",0.291802207642886,"Satisfactory",0.0394818286340966,"Satisfactory",0.0197409143170483,"Satisfactory"
"Consenso nIQR (2b)","part_5",122.878523206751,0.309233179655196,-1.83899870950244,"Satisfactory",-1.63803944578826,"Satisfactory",-0.315883394558068,"Satisfactory",-0.157941697279034,"Satisfactory"
"Consenso nIQR (2b)","part_6",123.029409282701,0.378621906047594,0.990717032839291,"Satisfactory",0.882454985432883,"Satisfactory",0.139165494531452,"Satisfactory",0.0695827472657262,"Satisfactory"
"Algoritmo A (3)","part_1",123.061308016878,0.392163062434028,1.3874642059493,"Satisfactory",1.23584703307331,"Satisfactory",0.195992377345781,"Satisfactory",0.0979961886728905,"Satisfactory"
"Algoritmo A (3)","part_2",122.95911392405,0.465652242348987,-0.452504285782601,"Satisfactory",-0.403056220578149,"Satisfactory",-0.0538732757302163,"Satisfactory",-0.0269366378651082,"Satisfactory"
"Algoritmo A (3)","part_3",122.945147679325,0.366150311845581,-0.703961581719067,"Satisfactory",-0.627035154085192,"Satisfactory",-0.106465198110004,"Satisfactory",-0.0532325990550018,"Satisfactory"
"Algoritmo A (3)","part_4",122.994050632911,0.441602814165665,0.176518798924286,"Satisfactory",0.15722944995398,"Satisfactory",0.0221555152867229,"Satisfactory",0.0110777576433614,"Satisfactory"
"Algoritmo A (3)","part_5",122.878523206751,0.309233179655196,-1.90351164300218,"Satisfactory",-1.69550263447353,"Satisfactory",-0.340461681126896,"Satisfactory",-0.170230840563448,"Satisfactory"
"Algoritmo A (3)","part_6",123.029409282701,0.378621906047594,0.813138780790305,"Satisfactory",0.724281855638208,"Satisfactory",0.118949021918182,"Satisfactory",0.059474510959091,"Satisfactory"
