"Combinación","Participant","Result","u(xi)","z-score","z-score Eval","z'-score","z'-score Eval","zeta-score","zeta-score Eval","En-score","En-score Eval","Classification z+En","Classification z+En Code","Classification z'+En","Classification z'+En Code"
"Referencia (1)","part_1",44.8134971751412,0.0378056332784925,-0.0162958617636089,"Satisfactory",-0.0151548436105218,"Satisfactory",-0.0146079876733171,"Satisfactory",-0.00730399383665856,"Satisfactory","Z Satisfactory & En ≤ 1","sat_en_good","Z Satisfactory & En ≤ 1","sat_en_good"
"Referencia (1)","part_2",44.8129760828626,0.0362937405219105,-0.0306742576481797,"Satisfactory",-0.0285264801745635,"Satisfactory",-0.0284908466126157,"Satisfactory",-0.0142454233063079,"Satisfactory","Z Satisfactory & En ≤ 1","sat_en_good","Z Satisfactory & En ≤ 1","sat_en_good"
"Referencia (1)","part_3",44.8186600753296,0.0348896359844949,0.126163019051509,"Satisfactory",0.117329224492236,"Satisfactory",0.12122954720592,"Satisfactory",0.06061477360296,"Satisfactory","Z Satisfactory & En ≤ 1","sat_en_good","Z Satisfactory & En ≤ 1","sat_en_good"
"Referencia (1)","part_4",44.8177632768362,0.0312749849429802,0.101417836106615,"Satisfactory",0.0943166717912128,"Satisfactory",0.106846955247148,"Satisfactory",0.053423477623574,"Satisfactory","Z Satisfactory & En ≤ 1","sat_en_good","Z Satisfactory & En ≤ 1","sat_en_good"
"Referencia (1)","part_5",44.8230687382298,0.0264569539103746,0.247810379981054,"Satisfactory",0.23045897223205,"Satisfactory",0.298505770626052,"Satisfactory",0.149252885313026,"Satisfactory","Z Satisfactory & En ≤ 1","sat_en_good","Z Satisfactory & En ≤ 1","sat_en_good"
"Referencia (1)","part_6",44.8134913370998,0.0347760210359634,-0.0164569496830291,"Satisfactory",-0.0153046523326238,"Satisfactory",-0.0158575965588877,"Satisfactory",-0.00792879827944384,"Satisfactory","Z Satisfactory & En ≤ 1","sat_en_good","Z Satisfactory & En ≤ 1","sat_en_good"
"Consenso MADe (2a)","part_1",44.8134971751412,0.0378056332784925,-0.600177517747488,"Satisfactory",-0.534592244935105,"Satisfactory",-0.0563566948198409,"Satisfactory",-0.0281783474099204,"Satisfactory","Z Satisfactory & En ≤ 1","sat_en_good","Z Satisfactory & En ≤ 1","sat_en_good"
"Consenso MADe (2a)","part_2",44.8129760828626,0.0362937405219105,-0.74679749668521,"Satisfactory",-0.665190112024209,"Satisfactory",-0.0730383630083719,"Satisfactory",-0.036519181504186,"Satisfactory","Z Satisfactory & En ≤ 1","sat_en_good","Z Satisfactory & En ≤ 1","sat_en_good"
"Consenso MADe (2a)","part_3",44.8186600753296,0.0348896359844949,0.852510130602625,"Satisfactory",0.759350843829046,"Satisfactory",0.0867238619953618,"Satisfactory",0.0433619309976809,"Satisfactory","Z Satisfactory & En ≤ 1","sat_en_good","Z Satisfactory & En ≤ 1","sat_en_good"
"Consenso MADe (2a)","part_4",44.8177632768362,0.0312749849429802,0.600177517749487,"Satisfactory",0.534592244936886,"Satisfactory",0.0680887049006185,"Satisfactory",0.0340443524503092,"Satisfactory","Z Satisfactory & En ≤ 1","sat_en_good","Z Satisfactory & En ≤ 1","sat_en_good"
"Consenso MADe (2a)","part_5",44.8230687382298,0.0264569539103746,2.09297767931289,"Questionable",1.86426449358221,"Satisfactory",0.280496982770946,"Satisfactory",0.140248491385473,"Satisfactory","Z Questionable & En ≤ 1","ques_en_good","Z Satisfactory & En ≤ 1","sat_en_good"
"Consenso MADe (2a)","part_6",44.8134913370998,0.0347760210359634,-0.601820170206227,"Satisfactory",-0.536055394152792,"Satisfactory",-0.0614212313565746,"Satisfactory",-0.0307106156782873,"Satisfactory","Z Satisfactory & En ≤ 1","sat_en_good","Z Satisfactory & En ≤ 1","sat_en_good"
