"Combinación","Etiqueta","x_pt","sigma_pt","u(x_pt)","Nota"
"Referencia (1)","1",1.96307205387206,0.00826884848485209,0.00326854935487062,""
"Consenso MADe (2a)","2a",1.96344141414141,0.00260498686868608,0.00132935179477738,""
"Consenso nIQR (2b)","2b",1.96344141414141,0.00861935967171679,0.00439854856358943,""
"Algoritmo A (3)","3",1.96380739862979,0.00306957059774067,0.00156643368623221,""
