"Combinación","Etiqueta","x_pt","sigma_pt","u(x_pt)","Nota"
"Referencia (1)","1",-0.0350717948717949,0.0212960874125874,0.00841801768422727,""
"Consenso MADe (2a)","2a",-0.0361993006993007,0.000751179254079245,0.000383334557887215,""
"Consenso nIQR (2b)","2b",-0.0361993006993007,0.000577488251748253,0.000294698239423987,""
"Algoritmo A (3)","3",-0.0363028661357992,0.000684332624364437,0.000349222030006788,""
