"Participante","Resultado","Peso","Residuo estandarizado"
"part_1",19.7288235294118,1,0.595066370775925
"part_2",19.7286274509804,1,0.573469215478619
"part_3",19.7197254901961,1,-0.407041635221319
"part_4",19.719568627451,1,-0.424319359462529
"part_5",19.7085882352941,0.374648029173361,-1.63376005635078
"part_6",19.7271764705882,1,0.413650266241847
