"Combinación","Etiqueta","x_pt","sigma_pt","u(x_pt)","Nota"
"Referencia (1)","1",-0.0702198830409357,0.0161959210526316,0.00640199991632345,""
"Consenso MADe (2a)","2a",-0.0776084795321637,0.00180821929824569,0.000922753046615711,""
"Consenso nIQR (2b)","2b",-0.0776084795321637,0.00390851508771929,0.00199455575351702,""
"Algoritmo A (3)","3",-0.0775828831024881,0.00207624276058466,0.00105952819699582,""
