"","Item","sample_id","sample_1","sample_2","average","range"
"1",1,1,80.6329397590361,79.578376344086,53.7371053677074,79.6329397590361
"2",2,2,80.690265060241,79.4722903225806,54.0541851276072,78.690265060241
