"Participante","Resultado","Peso","Residuo estandarizado"
"part_1",182.444592513369,1,0.519922218637298
"part_2",182.418665062388,1,-0.711648363617849
"part_3",182.430615329768,1,-0.144002983967413
"part_4",182.437115508021,1,0.164759659987308
"part_5",182.458586096257,0.712585839408349,1.18462639792762
"part_6",182.417054188948,1,-0.788165887146086
