"Combinación","Etiqueta","x_pt","sigma_pt","u(x_pt)","Nota"
"Referencia (1)","1",180.870891932624,0.319349099796919,0.126233815510335,""
"Consenso MADe (2a)","2a",180.944106617274,0.0389431242315845,0.0198730798660828,""
"Consenso nIQR (2b)","2b",180.944106617274,0.0329179001395371,0.0167983455720327,""
"Algoritmo A (3)","3",180.944239700243,0.0299925068837492,0.0153054870775203,""
