"Participante","Resultado","Peso","Residuo estandarizado"
"part_1",122.175373262032,1,0.484485857920303
"part_2",122.171786452763,1,0.151533893146476
"part_3",122.16062228164,1,-0.884800194256813
"part_4",122.169979144385,1,-0.0162327289867539
"part_5",122.187847593583,0.3706995611703,1.64243792277024
"part_6",122.165315686275,1,-0.449126541883313
