"pollutant","level","participant_mean","value_1","value_2","value_3","participant_sd","sigma_pt","ref_value","z_score","zeta_score","En_score"
"co","0-ppm",-0.0262878228288505,-0.0337196306704135,-0.0336146126053794,-0.0115292252107587,0.0127814283215162,0.0411843566840626,-0.0277273517998126,0.0349532950582463,0.0460421566492043,0.0230210783246022
"co","2-ppm",2.01481347517731,2.0146300881152,2.01546036965399,2.01434996776273,0.000577469653695811,0.00531001966473315,2.01493451536643,-0.0227946781309733,-0.0277708142178104,-0.0138854071089052
"co","4-ppm",4.02220354256854,4.02737361471861,4.01808043290043,4.02115658008658,0.00473422695964334,0.0112033909090901,4.02175396825397,0.0401284145328361,0.0344102124732223,0.0172051062366111
"co","6-ppm",6.07055686918446,6.07743140394089,6.06822988505747,6.06600931855501,0.00605616627793704,0.00600870689654901,6.06690276409414,0.608135020267792,0.283713975527027,0.141856987763513
"co","8-ppm",8.04977394146064,8.05431551577153,8.07950008525149,8.01550622335891,0.0322377575662086,0.0188282843137222,8.04595794970162,0.202673366061571,0.0701505394290308,0.0350752697145154
"no","0-ppb",0.558388552188552,0.618165656565656,0.519292929292929,0.537707070707071,0.0525808596999744,0.0689669898989891,0.628721212121212,-1.01980179264995,-0.570069043705234,-0.285034521852617
"no","121-ppb",120.345046113307,120.337826086956,120.347075098814,120.35023715415,0.00644951423482422,0.0424970355727925,120.321291172596,0.558978770891242,0.413807100222838,0.206903550111419
"no","122-ppb",40.728968992248,40.7314302325581,40.7121860465116,40.7432906976744,0.0156977103071684,0.0335399418605152,40.7414302325581,-0.371534344392304,-0.227841328994113,-0.113920664497056
"no","180-ppb",182.153429409608,182.224165016502,182.061232123212,182.174891089109,0.0835597671982607,0.121111666667168,182.289934360102,-1.12709992563973,-0.549972456854576,-0.274986228427288
"no","181-ppb",180.185543478261,180.201304347826,180.170652173913,180.184673913043,0.0153445771903042,0.0628663043480859,180.221920289855,-0.578637665623024,-0.499356395093167,-0.249678197546583
"no","182-ppb",76.0340970464135,75.9113037974683,76.1566202531646,76.0343670886076,0.122658450792998,0.371500886075972,76.0979324894515,-0.171831199952791,-0.19710453313612,-0.0985522665680602
"no","42-ppb",25.1635980392157,25.1489588235294,25.2491529411765,25.0926823529412,0.0792558592320326,1.06121735294115,24.6983392156863,0.438419916749357,0.416148627779006,0.208074313889503
"no","81-ppb",80.6889487179487,80.6872115384615,80.6850192307692,80.6946153846154,0.00502840795760153,0.0390713461538382,80.6785576923077,0.265950028958006,0.213679287826129,0.106839643913065
"no","82-ppb",25.6739706959707,25.6696703296703,25.6678021978022,25.6844395604396,0.00911429216232957,0.0638830769231157,25.6946593406593,-0.323851725450421,-0.183652879090304,-0.0918264395451521
"no2","0-ppb",0.087078856241142,0.0698460644935054,0.0806296079835186,0.110760896246402,0.0212061421917873,0.0575361573472041,0.126268352790481,-0.681128152386834,-0.228726831046081,-0.11436341552304
"no2","120-ppb",122.945147679325,122.937974683544,122.863417721519,123.034050632911,0.0855423083268161,0.524681645569724,123.040632911392,-0.181986987488368,-0.226908702994491,-0.113454351497245
"no2","30-ppb",32.9144444444445,32.918630952381,32.9100357142857,32.9146666666667,0.00430192590775085,0.0213622619047387,32.90925,0.243159852061858,0.20198996153355,0.100994980766775
"no2","60-ppb",64.9818278388278,64.9696703296703,64.9996483516483,64.9761648351648,0.0157709434814124,0.147974065934111,65.0157545787546,-0.229274905116853,-0.124547208183955,-0.0622736040919773
"no2","90-ppb",96.8377286821706,96.8268023255814,96.838523255814,96.8478604651163,0.0105515316719407,0.0663901162791221,96.8236666666667,0.211808869933997,0.287197017208335,0.143598508604168
"o3","0-ppb",4.40860215053761e-05,3.87096774193548e-05,4.516129032258e-05,4.83870967741935e-05,4.92750074726427e-06,2.39193548387097e-05,3.44086021505374e-05,0.404585300067429,0.264963537490187,0.132481768745094
"o3","120-ppb",119.853998660436,119.450015088266,119.719171433022,120.392809460021,0.485642968437105,1.23933185815112,120.055061176878,-0.162234606589789,-0.230699356926728,-0.115349678463364
"o3","180-ppb",178.940637594119,177.601615973566,179.585032296269,179.635264512522,1.15989869993837,0.253289659090974,177.86966413984,4.22825573741258,0.612962091643281,0.306481045821641
"o3","40-ppb",40.4945535157779,40.3393006694856,40.5327139769791,40.6116459008691,0.140125468290554,0.0763486337208693,40.5031747631352,-0.112919471340068,-0.0275407702890765,-0.0137703851445382
"o3","80-ppb",80.0564039987909,80.3182276978883,79.9823579997409,79.8686262987434,0.233767966175321,0.0602129892473372,80.0271580342877,0.485708563363754,0.0525429009305849,0.0262714504652925
"so2","0-ppb",0.0551572327044025,0.0592452830188679,0.0315094339622642,0.0747169811320754,0.0218919425734233,0.040572641509434,0.0564779874213837,-0.0325528402353113,-0.0310325807014356,-0.0155162903507178
