"Combinación","Etiqueta","x_pt","sigma_pt","u(x_pt)","Nota"
"Referencia (1)","1",180.401647940075,0.025136016853552,0.00993588307020043,""
"Consenso MADe (2a)","2a",180.411470318352,0.00483877350209048,0.00246927626271285,""
"Consenso nIQR (2b)","2b",180.411470318352,0.0036892862922966,0.00188268102732731,""
"Algoritmo A (3)","3",180.41126553115,0.0041148102550415,0.00209983031525483,""
