"pollutant","level","participant_mean","value_1","value_2","value_3","participant_sd","sigma_pt","ref_value","z_score","zeta_score","En_score"
"co","0-ppm",-0.0227358490566038,-0.0225677639502208,-0.0224643115214773,-0.0231754716981132,0.000384222138155821,0.0411843566840626,-0.0277273517998126,0.121198997510151,0.151297351547459,0.0756486757737294
"co","2-ppm",2.01373253814743,2.01241201375457,2.01390281538792,2.01488278529981,0.0012441558427959,0.00531001966473315,2.01493451536643,-0.22636021990332,-0.286129863642781,-0.14306493182139
"co","4-ppm",4.02103786435786,4.02416562770563,4.01777963203463,4.02116833333333,0.0031949963681789,0.0112033909090901,4.02175396825397,-0.0639184959191209,-0.0553142065075219,-0.0276571032537609
"co","6-ppm",6.07152950191571,6.07213148604269,6.0741920771757,6.06826494252874,0.00300907293824042,0.00600870689654901,6.06690276409414,0.770005577111188,0.34635706613782,0.17317853306891
"co","8-ppm",8.04956724211424,8.03838054134697,8.06069047314578,8.04963071184996,0.0111551013228204,0.0188282843137222,8.04595794970162,0.191695236405089,0.0575774080714748,0.0287887040357374
"no","0-ppb",0.562663215488216,0.531710606060606,0.576886111111111,0.57939292929293,0.0268350341369782,0.0689669898989891,0.628721212121212,-0.957820498324585,-0.479590982253644,-0.239795491126822
"no","121-ppb",120.35093544137,120.369802371541,120.320434782609,120.36256916996,0.0266607846831081,0.0424970355727925,120.321291172596,0.697560862181939,0.384887192167454,0.192443596083727
"no","122-ppb",40.7314031007752,40.7331279069767,40.7303023255814,40.7307790697674,0.00151262638458898,0.0335399418605152,40.7414302325581,-0.298960917244962,-0.17321230989707,-0.0866061549485352
"no","180-ppb",182.262672900624,182.206158415842,182.345254125413,182.236606160616,0.0731198352448582,0.121111666667168,182.289934360102,-0.225093587008297,-0.109679157252178,-0.0548395786260892
"no","181-ppb",180.184130434783,180.213478260869,180.157282608696,180.181630434783,0.0281811165638704,0.0628663043480859,180.221920289855,-0.601114626733798,-0.551546297897248,-0.275773148948624
"no","182-ppb",76.069776371308,76.0755316455696,76.1438987341772,75.9898987341772,0.0771611455745013,0.371500886075972,76.0979324894515,-0.0757901776248069,-0.0892584464001939,-0.0446292232000969
"no","42-ppb",24.7231784313725,25.0368764705882,24.0869176470588,25.0457411764706,0.551035829138397,1.06121735294115,24.6983392156863,0.0234063414223538,0.027445890838633,0.0137229454193165
"no","81-ppb",80.6798974358974,80.6629615384615,80.6910576923077,80.6856730769231,0.0149119746237791,0.0390713461538382,80.6785576923077,0.0342896706064909,0.0273406615527656,0.0136703307763828
"no","82-ppb",25.6979120879121,25.7497582417583,25.7033846153846,25.6405934065934,0.0547877881178637,0.0638830769231157,25.6946593406593,0.0509171976278542,0.0287788262644198,0.0143894131322099
"no2","0-ppb",0.119554906172226,0.100835142677635,0.140522859104923,0.117306716734121,0.0199391443049949,0.0575361573472041,0.126268352790481,-0.116682220846665,-0.0418914338642043,-0.0209457169321021
"no2","120-ppb",123.029409282701,122.982784810127,122.990379746836,123.115063291139,0.0742756867155638,0.524681645569724,123.040632911392,-0.021391311829633,-0.0259984080805078,-0.0129992040402539
"no2","30-ppb",32.9032023809524,32.9128452380952,32.8900238095238,32.9067380952381,0.0118144131103783,0.0213622619047387,32.90925,-0.283098254042731,-0.142309765055215,-0.0711548825276077
"no2","60-ppb",64.974673992674,64.9484065934066,64.9221428571428,65.0534725274725,0.0694935448471991,0.147974065934111,65.0157545787546,-0.277620175003619,-0.161792187665192,-0.0808960938325962
"no2","90-ppb",96.8382403100775,96.8473488372093,96.8549069767442,96.8124651162791,0.0226396075455689,0.0663901162791221,96.8236666666667,0.2195152566019,0.315384263818381,0.157692131909191
