"Combinación","Etiqueta","x_pt","sigma_pt","u(x_pt)","Nota"
"Referencia (1)","1",40.7414302325581,0.0335399418605152,0.0132578261086067,""
"Consenso MADe (2a)","2a",40.7301860465116,0.00529683914729712,0.00270303190843265,""
"Consenso nIQR (2b)","2b",40.7301860465116,0.00442265901163324,0.00225692872600484,""
"Algoritmo A (3)","3",40.730258843351,0.00559094854494489,0.00285311898193147,""
