"Combinación","Etiqueta","x_pt","sigma_pt","u(x_pt)","Nota"
"Referencia (1)","1",120.747585293383,0.562435711173327,0.222322235590541,""
"Consenso MADe (2a)","2a",120.682571374324,0.0870457495757439,0.0444203480705537,""
"Consenso nIQR (2b)","2b",120.682571374324,0.093842770759311,0.0478889384186011,""
"Algoritmo A (3)","3",120.695486746081,0.0664584032041322,0.0339144118688064,""
