"Iteración","Valor asignado (x*)","Desviación robusta (s*)","Cambio"
1,7.99391941848032,0.0241729438218194,0.00592653243603447
2,7.99524379629945,0.0231844907310023,0.00132437781912387
3,7.99583596699915,0.0226106585705344,0.000592170699698968
