"Combinación","Etiqueta","x_pt","sigma_pt","u(x_pt)","Nota"
"Referencia (1)","1",5.93945785533911,0.00821969602272138,0.00324912013825334,""
"Consenso MADe (2a)","2a",5.93410202020202,0.0306490210993828,0.0156405130852674,""
"Consenso nIQR (2b)","2b",5.93410202020202,0.0246614340861711,0.0125849853825832,""
"Algoritmo A (3)","3",5.93043657677647,0.0222062089402099,0.0113320585469051,""
