"Participante","Resultado","Peso","Residuo estandarizado"
"part_1",-0.0361608391608391,1,0.13836056707261
"part_2",-0.0357039627039627,1,0.583442817633391
"part_3",-0.0362377622377622,1,0.0634232493761258
"part_4",-0.0370011655011655,1,-0.680272858066037
"part_5",-0.0319547785547786,0.0557340292342942,4.23584226560275
"part_6",-0.0367170163170163,1,-0.403458948150909
