"Combinación","Etiqueta","x_pt","sigma_pt","u(x_pt)","Nota"
"Referencia (1)","1",135.995427398276,0.0108621784220936,0.00429365302061869,""
"Consenso MADe (2a)","2a",135.977731507988,0.00781385689908369,0.00398749215122522,""
"Consenso nIQR (2b)","2b",135.977731507988,0.00625970573202478,0.00319439270488245,""
"Algoritmo A (3)","3",135.979745048695,0.00804466510175219,0.00410527596893079,""
