"Combinación","Etiqueta","x_pt","sigma_pt","u(x_pt)","Nota"
"Referencia (1)","1",139.582958801498,0.0374915730338533,0.0148198454811907,""
"Consenso MADe (2a)","2a",139.570299625468,0.0113307865165751,0.00578221778125347,""
"Consenso nIQR (2b)","2b",139.570299625468,0.0143470702243796,0.00732145861533495,""
"Algoritmo A (3)","3",139.573423671328,0.0110972759975379,0.00566305494350064,""
