"Participante","Resultado","Peso","Residuo estandarizado"
"part_1",101.370652071823,1,0.449679290654173
"part_2",100.712036003683,1,-0.621419288682692
"part_3",100.739474263352,1,-0.576796810775006
"part_4",100.643216390423,1,-0.733339713280707
"part_5",101.693843047882,1,0.975280489982497
"part_6",101.40565004604,1,0.506596032101689
