"Combinación","Etiqueta","x_pt","sigma_pt","u(x_pt)","Nota"
"Referencia (1)","1",19.7274509803921,0.0200641176470485,0.00793103887578144,""
"Consenso MADe (2a)","2a",19.7234509803922,0.00671711764709803,0.00342781474534052,""
"Consenso nIQR (2b)","2b",19.7234509803922,0.00641733235297063,0.00327483120304837,""
"Algoritmo A (3)","3",19.7234209808393,0.00605260055885683,0.00308870478876741,""
