"Combinación","Etiqueta","x_pt","sigma_pt","u(x_pt)","Nota"
"Referencia (1)","1",100.054285714286,0.0582607142857727,0.023029569406419,""
"Consenso MADe (2a)","2a",100.055853174603,0.00485505952360189,0.00247758718826346,""
"Consenso nIQR (2b)","2b",100.055853174603,0.00566270833347215,0.00288973874566935,""
"Algoritmo A (3)","3",100.05460978836,0.00447137395340249,0.00228178846562652,""
