"Combinación","Etiqueta","x_pt","sigma_pt","u(x_pt)","Nota"
"Referencia (1)","1",59.8893906810036,0.0223247311827807,0.00882462483607146,""
"Consenso MADe (2a)","2a",59.8836200716846,0.00454467741935071,0.00231919598394956,""
"Consenso nIQR (2b)","2b",59.8836200716846,0.00375299731182805,0.0019151934208366,""
"Algoritmo A (3)","3",59.8830697059502,0.00500732849825747,0.00255529162400574,""
