"Combinación","Etiqueta","x_pt","sigma_pt","u(x_pt)","Nota"
"Referencia (1)","1",3.93803716859717,0.00296600000000033,0.00117241444250756,""
"Consenso MADe (2a)","2a",3.91716462033462,0.0119580124024004,0.00610229765078202,""
"Consenso nIQR (2b)","2b",3.91716462033462,0.0109637371599109,0.00559490869078594,""
"Algoritmo A (3)","3",3.91514105678548,0.0106196134051599,0.00541929877255454,""
