"Combinación","Participant","Result","u(xi)","z-score","z-score Eval","z'-score","z'-score Eval","zeta-score","zeta-score Eval","En-score","En-score Eval"
"Referencia (1)","part_1",80.6819871794872,0.0448454878255726,0.0877749941358028,"Satisfactory",0.0816290864723172,"Satisfactory",0.0723056526613128,"Satisfactory",0.0361528263306564,"Satisfactory"
"Referencia (1)","part_2",80.6744871794872,0.0393457889488838,-0.104181535094226,"Satisfactory",-0.0968868596432809,"Satisfactory",-0.0963015578550428,"Satisfactory",-0.0481507789275214,"Satisfactory"
"Referencia (1)","part_3",80.6889487179487,0.0461113884375785,0.265950028958006,"Satisfactory",0.247328503121749,"Satisfactory",0.213679287826129,"Satisfactory",0.106839643913065,"Satisfactory"
"Referencia (1)","part_4",80.6854679487179,0.0342072417488787,0.176862511546359,"Satisfactory",0.164478794796526,"Satisfactory",0.184115676628694,"Satisfactory",0.0920578383143472,"Satisfactory"
"Referencia (1)","part_5",80.6760897435897,0.0401724847447122,-0.0631651826947125,"Satisfactory",-0.0587424267126583,"Satisfactory",-0.0573421546414904,"Satisfactory",-0.0286710773207452,"Satisfactory"
"Referencia (1)","part_6",80.6798974358974,0.0465043745694051,0.0342896706064909,"Satisfactory",0.0318887459304633,"Satisfactory",0.0273406615527656,"Satisfactory",0.0136703307763828,"Satisfactory"
"Consenso MADe (2a)","part_1",80.6819871794872,0.0448454878255726,0.150256103695851,"Satisfactory",0.133836649015837,"Satisfactory",0.0232267678663286,"Satisfactory",0.0116133839331643,"Satisfactory"
"Consenso MADe (2a)","part_2",80.6744871794872,0.0393457889488838,-0.928269303188146,"Satisfactory",-0.82683132243631,"Satisfactory",-0.163398235640367,"Satisfactory",-0.0816991178201833,"Satisfactory"
"Consenso MADe (2a)","part_3",80.6889487179487,0.0461113884375785,1.1513489172563,"Satisfactory",1.0255335866123,"Satisfactory",0.173120043632697,"Satisfactory",0.0865600218163485,"Satisfactory"
"Consenso MADe (2a)","part_4",80.6854679487179,0.0342072417488787,0.650802510473008,"Satisfactory",0.579685117811336,"Satisfactory",0.131594453579186,"Satisfactory",0.0657972267895931,"Satisfactory"
"Consenso MADe (2a)","part_5",80.6760897435897,0.0401724847447122,-0.697815156418428,"Satisfactory",-0.621560388365665,"Satisfactory",-0.120324680880715,"Satisfactory",-0.0601623404403574,"Satisfactory"
"Consenso MADe (2a)","part_6",80.6798974358974,0.0465043745694051,-0.150256103693807,"Satisfactory",-0.133836649014017,"Satisfactory",-0.0224031160247915,"Satisfactory",-0.0112015580123958,"Satisfactory"
"Consenso nIQR (2b)","part_1",80.6819871794872,0.0448454878255726,0.186539968265574,"Satisfactory",0.166155541412954,"Satisfactory",0.023252188721423,"Satisfactory",0.0116260943607115,"Satisfactory"
"Consenso nIQR (2b)","part_2",80.6744871794872,0.0393457889488838,-1.15242790209131,"Satisfactory",-1.0264946638072,"Satisfactory",-0.163630238768563,"Satisfactory",-0.0818151193842815,"Satisfactory"
"Consenso nIQR (2b)","part_3",80.6889487179487,0.0461113884375785,1.4293768120218,"Satisfactory",1.27317957804346,"Satisfactory",0.173299301329877,"Satisfactory",0.0866496506649383,"Satisfactory"
"Consenso nIQR (2b)","part_4",80.6854679487179,0.0342072417488787,0.807958390139884,"Satisfactory",0.71966755972482,"Satisfactory",0.13184117672383,"Satisfactory",0.0659205883619152,"Satisfactory"
"Consenso nIQR (2b)","part_5",80.6760897435897,0.0401724847447122,-0.866323656289012,"Satisfactory",-0.771654876367402,"Satisfactory",-0.120488606068214,"Satisfactory",-0.060244303034107,"Satisfactory"
"Consenso nIQR (2b)","part_6",80.6798974358974,0.0465043745694051,-0.186539968263037,"Satisfactory",-0.166155541410694,"Satisfactory",-0.0224259246661424,"Satisfactory",-0.0112129623330712,"Satisfactory"
"Algoritmo A (3)","part_1",80.6819871794872,0.0448454878255726,0.185747422135587,"Satisfactory",0.165449601916195,"Satisfactory",0.0206308326504456,"Satisfactory",0.0103154163252228,"Satisfactory"
"Algoritmo A (3)","part_2",80.6744871794872,0.0393457889488838,-1.31756698465431,"Satisfactory",-1.17358793248745,"Satisfactory",-0.166716509335281,"Satisfactory",-0.0833582546676403,"Satisfactory"
"Algoritmo A (3)","part_3",80.6889487179487,0.0461113884375785,1.58113156381035,"Satisfactory",1.40835110819788,"Satisfactory",0.170808824295426,"Satisfactory",0.0854044121477131,"Satisfactory"
"Algoritmo A (3)","part_4",80.6854679487179,0.0342072417488787,0.883439492968695,"Satisfactory",0.786900355053233,"Satisfactory",0.128490396888381,"Satisfactory",0.0642451984441907,"Satisfactory"
"Algoritmo A (3)","part_5",80.6760897435897,0.0401724847447122,-0.996345957562964,"Satisfactory",-0.887468801205077,"Satisfactory",-0.12348736238872,"Satisfactory",-0.0617436811943601,"Satisfactory"
"Algoritmo A (3)","part_6",80.6798974358974,0.0465043745694051,-0.233124797194242,"Satisfactory",-0.207649745278438,"Satisfactory",-0.0249721689440792,"Satisfactory",-0.0124860844720396,"Satisfactory"
