"pollutant","level","participant_mean","value_1","value_2","value_3","participant_sd","sigma_pt","ref_value","z_score","zeta_score","En_score"
"co","0-ppm",-0.0242604041215041,-0.0270763548775592,-0.027845885186672,-0.017858972300281,0.00555713876428205,0.0411843566840626,-0.0277273517998126,0.0841811784242388,0.106448386312815,0.0532241931564074
"co","2-ppm",2.01410015044058,2.01535690952074,2.01268241994412,2.01426112185687,0.00134449152898425,0.00531001966473315,2.01493451536643,-0.157130289252667,-0.162721385442661,-0.0813606927213304
"co","4-ppm",4.02503224386724,4.03127307359307,4.01779679653679,4.02602686147186,0.00679297129089837,0.0112033909090901,4.02175396825397,0.292614587839966,0.257936313550579,0.12896815677529
"co","6-ppm",6.07011962233169,6.06678522167488,6.07343534482759,6.07013830049261,0.00332510092205128,0.00600870689654901,6.06690276409414,0.535366143321232,0.241680515148528,0.120840257574264
"co","8-ppm",8.02984114094913,8.00200202472293,8.05106786018755,8.03645353793691,0.0251923976211728,0.0188282843137222,8.04595794970162,-0.855989238527677,-0.278068872235932,-0.139034436117966
"no","0-ppb",0.570149831649832,0.581924494949495,0.566158333333333,0.562366666666667,0.0103718950001003,0.0689669898989891,0.628721212121212,-0.849266881984635,-0.379967248908657,-0.189983624454329
"no","121-ppb",120.343570487484,120.321699604743,120.380434782609,120.328577075099,0.0321100777161946,0.0424970355727925,120.321291172596,0.524255741317489,0.26985857695553,0.134929288477765
"no","122-ppb",40.7208139534884,40.7251511627907,40.7219534883721,40.7153372093023,0.00500522982305254,0.0335399418605152,40.7414302325581,-0.614678437890606,-0.421046818173425,-0.210523409086713
"no","180-ppb",182.193509717638,182.299357535754,182.07201650165,182.209155115511,0.114475195142068,0.121111666667168,182.289934360102,-0.79616312051084,-0.407445055089125,-0.203722527544563
"no","181-ppb",180.189057971015,180.203913043478,180.192934782609,180.170326086957,0.0171258040158475,0.0628663043480859,180.221920289855,-0.522733428998366,-0.465218692891637,-0.232609346445819
"no","182-ppb",75.9818270042194,76.1399620253164,75.844746835443,75.9607721518987,0.148729560571122,0.371500886075972,76.0979324894515,-0.312530843354042,-0.290615385517002,-0.145307692758501
