"pollutant","level","participant_mean","value_1","value_2","value_3","participant_sd","sigma_pt","ref_value","z_score","zeta_score","En_score"
"no","42-ppb",24.9669705882353,24.929394117647,25.1012294117647,24.8702882352941,0.119968537974792,1.06121735294115,24.6983392156863,0.253135111110359,0.209580367152134,0.104790183576067
"no","81-ppb",80.6819871794872,80.6643461538462,80.6798846153846,80.7017307692308,0.0187807866906043,0.0390713461538382,80.6785576923077,0.0877749941358028,0.0723056526613128,0.0361528263306564
"no","82-ppb",25.6802014652015,25.7022307692308,25.6648351648352,25.6735384615385,0.0195679462485947,0.0638830769231157,25.6946593406593,-0.226317769183737,-0.112476170595529,-0.0562380852977646
"no2","0-ppb",0.151269146661602,0.196920661591736,0.147179198141465,0.109707580251604,0.0437501559812436,0.0575361573472041,0.126268352790481,0.43452317679563,0.155921970019891,0.0779609850099453
"no2","120-ppb",123.061308016878,123.190253164557,122.855569620253,123.138101265823,0.180072682602495,0.524681645569724,123.040632911392,0.0394050481085045,0.0466045695372018,0.0233022847686009
"no2","30-ppb",32.9162658730159,32.9224761904762,32.9113928571429,32.9149285714286,0.00566139126856918,0.0213622619047387,32.90925,0.328423696291539,0.219282168378713,0.109641084189357
"no2","60-ppb",64.9712161172161,64.9379010989011,64.9980989010989,64.9776483516484,0.0306100322967041,0.147974065934111,65.0157545787546,-0.30098829316684,-0.157215718916633,-0.0786078594583166
"no2","90-ppb",96.8329534883721,96.8328604651163,96.8299186046512,96.8360813953488,0.00308244826237203,0.0663901162791221,96.8236666666667,0.139882594366269,0.190097014832011,0.0950485074160057
"o3","0-ppb",4.30107526881718e-05,4.19354838709677e-05,5.16129032258058e-05,3.54838709677419e-05,8.11810154330156e-06,2.39193548387097e-05,3.44086021505374e-05,0.359631377837715,0.266292098051743,0.133146049025872
"o3","120-ppb",120.000199110419,120.033280778816,119.742313676013,120.225002876428,0.243039119561572,1.23933185815112,120.055061176878,-0.0442674543527938,-0.057441707422707,-0.0287208537113535
"o3","180-ppb",178.549360014225,178.423536617201,179.188951993364,178.035591432111,0.586884819613274,0.253289659090974,177.86966413984,2.68347265665859,0.335836191121152,0.167918095560576
"o3","40-ppb",40.624415895388,40.7188243128964,40.5092256518675,40.6451977214001,0.106333498463912,0.0763486337208693,40.5031747631352,1.58799347603295,0.396880853075177,0.198440426537589
"o3","80-ppb",80.2083794835255,80.2051681305869,80.0886563026299,80.3313140173598,0.12136072766862,0.0602129892473372,80.0271580342877,3.00967368508181,0.321237959820779,0.160618979910389
"so2","0-ppb",0.0628301886792453,0.0558490566037736,0.0911320754716982,0.0415094339622641,0.0255373019597772,0.040572641509434,0.0564779874213837,0.156563660179351,0.142705204057832,0.0713526020289161
"so2","100-ppb",99.5540636704119,99.4872445157838,99.5448889780631,99.6300575173889,0.0718471961292632,0.775688743980548,99.3574901908329,0.253417986408166,0.304022620180732,0.152011310090366
"so2","140-ppb",139.077215549529,139.02120237634,139.016755779414,139.193688492832,0.10089302724847,0.131254022988585,139.032969563907,0.337101938773934,0.0926237357679124,0.0463118678839562
"so2","180-ppb",180.672469108722,180.413382320684,180.763063171748,180.840961833735,0.227731252108392,0.120780412371015,180.613347956423,0.48949288331128,0.158970681967993,0.0794853409839967
"so2","20-ppb",19.7307450980392,19.7262352941176,19.7384705882353,19.7275294117647,0.00672168760049703,0.0226811764705729,19.7374901960784,-0.297387485520583,-0.194336381125513,-0.0971681905627566
"so2","60-ppb",59.9045161290323,59.8935483870968,59.9018279569893,59.9181720430108,0.0125299963823746,0.0295005376344397,59.8955913978494,0.302527746899323,0.259033257083551,0.129516628541776
"so2","61-ppb",59.0624279835391,59.0555555555556,59.0613580246914,59.0703703703704,0.00746513854198772,0.0357018518518118,59.0602880658436,0.0599385629736117,0.0530950490959906,0.0265475245479953
