"Item","sample_id","sample_1","sample_2","average","range"
1,1,-1.00358490566038,-1.01408805031447,-0.339224318658283,2.01408805031447
2,2,-1.0092641509434,-1.03100628930818,-0.01342348008386,3.03100628930818
